#{"t_start": 1784477946.4592388, "env_id": "None"}
r,l,t
207.055052,34,1837.901048
215.675872,30,1838.150246
214.106847,35,1838.414951
214.037314,34,1838.686928
214.336384,30,1839.007443
216.13559,30,1839.224989
214.860994,31,1839.452414
215.381169,32,1839.685568
208.706617,39,1839.994895
208.757068,37,1840.37202
213.184279,34,1840.65376
215.658841,31,1840.895141
214.025051,33,1841.141186
212.702814,36,1841.417841
214.673898,32,1841.653913
213.638532,35,1841.908538
214.119728,34,1842.158318
214.369187,31,1842.486862
215.949815,29,1842.779916
212.11125,34,1843.019949
211.249208,35,1843.289912
208.163418,39,1843.567735
213.564832,34,1843.816942
215.238971,31,1844.052489
212.524169,31,1844.32746
211.787073,34,1844.598203
213.690614,32,1844.879287
210.500379,37,1845.248459
211.395335,35,1845.487603
212.939474,32,1845.726379
214.605709,31,1845.964996
214.49785,32,1846.189598
216.545919,29,1846.414167
213.900738,35,1846.649953
207.882244,41,1847.010252
215.418238,33,1847.292348
214.249741,33,1847.592889
214.0796,33,1847.843259
210.870442,33,1848.09177
208.345556,37,1848.386738
214.971101,28,1848.61257
210.545894,31,1848.851786
214.185598,29,1849.078305
211.236093,33,1849.343438
213.164744,32,1849.593115
206.801167,40,1849.870495
206.938165,40,1850.150474
214.437867,35,1850.467126
211.555948,39,1850.840012
211.264032,35,1851.098594
212.945886,33,1851.351125
211.694319,36,1851.61247
19.064733,180,1852.885029
209.872146,29,1853.107728
213.412133,31,1853.351429
211.492502,32,1853.58961
215.266945,30,1853.818875
212.409997,32,1854.067935
212.539899,34,1854.320029
211.809493,36,1854.609952
205.928109,38,1854.954289
213.115259,31,1855.180435
211.490015,34,1855.4289
214.497873,28,1855.645221
207.194609,45,1855.985802
213.484974,35,1856.260325
215.305325,31,1856.493058
215.536948,30,1856.74106
211.959572,33,1857.03387
211.068786,35,1857.31389
206.698702,37,1857.573634
209.637855,37,1857.831664
215.433963,33,1858.10061
211.650657,38,1858.452812
213.890309,35,1858.725191
208.676783,37,1859.095203
214.678206,32,1859.424662
214.967367,28,1859.642699
2.977071,35,1859.899822
214.028922,31,1860.133238
208.843206,40,1860.447639
212.3071,33,1860.710377
213.0704,33,1860.975623
211.206304,35,1861.23366
207.93691,37,1861.504757
213.991775,32,1861.775596
206.75084,38,1862.153448
214.739461,36,1862.460516
215.460634,33,1862.754552
215.576243,32,1862.990321
211.517211,36,1863.235317
209.142778,42,1863.525724
212.227719,35,1863.769657
214.132061,32,1864.023891
213.207796,34,1864.257288
213.269898,31,1864.483746
212.558121,35,1864.758187
212.986822,35,1865.056975
212.272011,36,1865.555047
212.272231,34,1865.821414
213.203533,33,1866.068639
213.35817,30,1866.286051
210.796925,35,1866.543227
212.662583,35,1866.816303
212.71618,35,1867.092579
212.155091,33,1867.364284
212.49762,36,1867.660623
205.993735,41,1867.95445
211.130823,37,1868.227571
208.066725,41,1868.570231
213.825629,33,1868.811859
209.235758,37,1869.098122
214.549817,29,1869.324307
210.595607,36,1869.580046
212.596607,31,1869.819763
213.304186,31,1870.106767
210.979621,37,1870.460683
207.173655,39,1870.732515
212.804035,37,1871.006137
208.144855,41,1871.386984
211.37196,40,1871.704962
212.76667,34,1871.983611
209.728065,43,1872.327147
213.094546,33,1872.627766
212.335586,31,1872.873415
207.052896,37,1873.204688
214.252239,34,1873.456138
211.593212,35,1873.725132
211.67009,35,1873.977651
212.243603,38,1874.244812
214.694199,32,1874.501522
211.117717,38,1874.836127
208.687982,40,1875.102348
208.698944,41,1875.459886
211.053577,40,1875.752735
211.54062,35,1876.001974
213.296481,32,1876.228927
213.249274,32,1876.457271
211.790905,36,1876.708381
206.725742,39,1876.983112
213.352672,33,1877.236721
211.72489,33,1877.482443
211.245151,34,1877.735929
208.872935,38,1878.141751
214.635317,32,1878.382585
210.581503,45,1878.678396
213.974478,39,1878.978036
210.516922,38,1879.265641
212.378297,32,1879.509313
214.234369,30,1879.751464
211.227793,34,1880.082344
212.130087,33,1880.403244
213.364945,34,1880.650793
213.976914,39,1880.93669
215.905133,33,1881.168483
210.278764,36,1881.412836
213.753546,29,1881.625211
213.6693,32,1881.917998
213.86871,28,1882.202065
213.291079,34,1882.462357
212.529134,37,1882.747822
16.286458,180,1884.084604
209.698519,39,1884.366187
213.084292,37,1884.649428
213.143257,35,1884.909939
207.590414,40,1885.177957
215.27957,30,1885.408337
210.411209,37,1885.692073
212.132612,33,1885.930647
207.759515,38,1886.332779
213.421016,35,1886.604599
212.283288,35,1886.847068
210.514361,37,1887.114124
215.050981,34,1887.381966
210.266266,37,1887.641576
214.200679,32,1887.901408
211.48618,38,1888.206907
215.042197,31,1888.441566
211.310584,38,1888.797445
215.199278,32,1889.035769
213.377392,34,1889.306709
214.61848,36,1889.594146
2.704464,37,1889.865612
210.490999,36,1890.196459
214.213483,34,1890.429632
212.950255,37,1890.715735
211.630955,41,1890.996328
209.75152,39,1891.357907
210.263035,36,1891.632881
207.946991,37,1891.918424
206.595717,41,1892.219882
212.001005,35,1892.477482
212.837378,37,1892.850614
212.119423,36,1893.162502
215.465013,35,1893.405572
211.316658,38,1893.679514
212.797362,38,1893.968673
215.675871,31,1894.205847
210.273324,34,1894.462682
215.348134,31,1894.701834
208.391379,38,1894.952902
207.194873,39,1895.382198
212.203242,34,1895.659789
212.411912,35,1895.925488
213.593374,34,1896.168825
215.85177,32,1896.40613
214.259692,35,1896.660199
214.242944,34,1896.9069
215.407078,32,1897.146481
215.067946,31,1897.392157
213.793352,30,1897.623883
209.7295,38,1897.906073
210.430834,37,1898.24251
213.744623,33,1898.500859
211.080355,37,1898.75446
210.668818,39,1899.125957
215.944659,31,1899.375035
213.904704,35,1899.639266
212.057012,38,1899.926541
215.174654,32,1900.209677
206.028146,40,1900.497373
211.685297,34,1900.736799
206.471902,39,1900.996062
213.516634,33,1901.24667
213.58495,33,1901.496182
209.211317,38,1901.849015
215.583866,30,1902.124789
214.148593,35,1902.387248
213.62009,34,1902.641752
211.947293,36,1902.921928
210.799827,35,1903.174253
213.660183,32,1903.413405
213.312322,33,1903.667669
210.124054,40,1903.967296
213.366185,34,1904.230414
213.589338,39,1904.512225
213.645031,35,1904.844302
212.202312,35,1905.114267
210.939337,36,1905.36542
214.574553,29,1905.592684
213.134663,32,1905.900636
212.655671,33,1906.159321
214.791237,29,1906.392555
213.574083,34,1906.65671
212.776986,35,1906.911679
210.464348,37,1907.194574
211.440536,33,1907.462007
205.547114,39,1907.761212
208.457347,38,1908.095943
212.641721,35,1908.349644
205.353351,44,1908.732025
215.031663,35,1909.00925
213.245458,34,1909.255178
210.54069,33,1909.488269
213.001347,30,1909.709395
211.955024,34,1910.022911
207.801351,38,1910.277977
211.441001,34,1910.519286
211.856045,39,1910.771875
213.397454,38,1911.133758
211.741262,37,1911.398659
214.874198,30,1911.626519
213.487665,31,1911.891365
211.61637,32,1912.1397
212.381879,31,1912.449419
212.484401,30,1912.761302
212.814772,33,1913.016509
214.418266,34,1913.256366
212.067346,37,1913.522556
209.922813,42,1913.830909
212.159856,35,1914.096708
209.880814,36,1914.339192
211.202346,35,1914.748501
215.447966,30,1914.894386
211.228004,30,1915.129086
212.532511,35,1915.375488
212.984381,33,1915.708781
207.65823,40,1916.001642
212.488669,36,1916.258713
214.163522,35,1916.505327
211.932085,33,1916.747688
215.449959,31,1917.000068
210.823063,34,1917.372661
213.430035,34,1917.612998
212.301785,30,1917.841892
211.288327,36,1918.108214
212.493267,34,1918.346056
211.756458,35,1918.608864
209.507514,38,1918.952918
214.860935,34,1919.186194
212.236167,36,1919.45156
211.525325,37,1919.804884
204.309057,37,1920.081672
211.761426,37,1922.833929
214.773279,33,1923.22286
209.491612,40,1923.608375
207.041471,41,1923.882506
214.941974,30,1924.123171
209.974667,38,1924.398041
212.394912,30,1924.6258
213.103676,28,1924.831095
208.521134,36,1925.079129
209.242809,36,1925.34602
213.672124,33,1925.643055
213.275987,34,1925.890524
211.965109,37,1926.235394
213.810511,31,1926.485095
213.796453,34,1926.731378
207.706565,38,1926.997836
212.381547,36,1927.274755
211.658729,35,1927.609728
210.291512,37,1927.859606
211.428853,34,1928.137562
213.545683,34,1928.384152
211.911763,36,1928.644882
213.483783,36,1928.976374
213.443593,36,1929.24264
212.284611,34,1929.504143
205.996789,39,1929.74848
210.597047,38,1930.03434
212.087226,33,1930.381744
208.13729,36,1930.642099
212.179393,35,1930.906793
206.715854,38,1931.276392
208.016437,38,1931.547031
215.058752,33,1931.886347
215.098927,31,1932.137088
212.189522,38,1932.41706
211.890179,35,1932.693417
211.517201,35,1932.94549
214.173704,31,1933.175725
212.116022,31,1933.402325
213.530578,33,1933.660131
214.844252,31,1933.891382
213.02053,34,1934.219182
212.836646,37,1934.464468
213.67855,35,1934.752222
212.136634,39,1935.120785
213.960936,34,1935.382969
215.70508,32,1935.645532
212.707051,39,1935.940652
209.825883,38,1936.229145
213.330168,34,1936.459403
211.6288,32,1936.688866
209.590953,32,1936.918762
214.847459,32,1937.156772
211.436719,35,1937.406688
209.352373,40,1937.747064
210.792519,36,1938.096952
211.382334,34,1938.358633
206.414858,37,1938.609812
214.007353,32,1938.871196
210.145673,34,1939.12663
211.79909,33,1939.375102
212.564774,34,1939.629051
212.911073,37,1939.913473
211.252714,38,1940.213292
209.632967,37,1940.656934
214.7262,31,1940.909513
212.391872,29,1941.042664
208.393357,26,1941.260699
-0.943906,17,1941.43746
212.547803,31,1941.671192
213.852504,36,1941.953917
215.037513,47,1942.287094
212.546352,45,1942.752343
213.036315,36,1943.011313
212.059023,36,1943.293113
213.996914,32,1943.566722
213.701315,33,1943.844272
212.442689,35,1944.118763
214.23477,31,1944.348204
213.446474,32,1944.608637
215.386388,33,1944.944239
215.561224,32,1945.232278
211.178342,36,1945.47613
208.966987,36,1945.768217
209.526062,37,1946.13914
210.303908,37,1946.428083
212.039357,37,1946.694294
214.006289,34,1946.978117
209.262893,38,1947.339178
207.97533,39,1947.607132
213.849806,33,1947.859327
213.727844,32,1948.115487
212.151024,33,1948.360189
214.038602,32,1948.58657
208.081812,32,1948.845119
211.95379,34,1949.082206
211.134693,35,1949.544746
213.558573,34,1949.8012
214.306644,29,1949.940989
212.820809,30,1950.162006
214.881042,31,1950.391906
213.825544,32,1950.635396
213.732908,30,1950.864307
212.750729,34,1951.137323
214.007535,37,1951.50169
213.769596,37,1951.774342
210.965806,39,1952.060712
215.907742,31,1952.297434
210.393345,34,1952.550091
211.619122,32,1952.819592
210.433285,33,1953.061564
212.899897,31,1953.304085
212.304848,29,1953.530604
214.177782,30,1953.852202
211.682801,36,1954.188068
213.285865,37,1954.447731
213.256632,40,1954.725893
210.139658,45,1955.150939
210.283317,40,1955.458659
210.499828,33,1955.752144
209.194106,36,1956.026742
213.622582,30,1956.268588
215.144296,30,1956.502848
214.02851,33,1956.767223
212.762193,39,1957.059808
212.794339,38,1957.328443
216.672098,34,1957.659476
214.728685,32,1957.968696
213.758717,31,1958.142807
214.044806,28,1958.403533
5.094373,26,1958.6165
211.856325,33,1958.866203
212.802325,32,1959.125439
213.237269,34,1959.398941
209.452651,41,1959.778741
215.61246,36,1960.031688
210.57452,42,1960.339844
212.651158,34,1960.575597
212.94347,32,1960.824285
212.711476,32,1961.057266
213.000822,33,1961.306652
208.37144,37,1961.62134
207.939872,39,1961.884524
214.160778,34,1962.217781
212.954984,32,1962.459522
207.258772,38,1962.71692
212.28008,36,1962.984295
210.890682,37,1963.277766
206.035865,41,1963.646554
213.955484,34,1963.903771
214.003845,34,1964.152149
208.708594,39,1964.508447
213.214584,34,1964.758494
204.598232,40,1965.037312
207.314549,39,1965.312302
215.096079,32,1965.623501
212.688873,34,1965.879988
212.012339,36,1966.137651
208.705793,44,1966.52074
215.798028,31,1966.746845
213.345619,35,1966.995551
210.558999,38,1967.28271
210.407145,38,1967.580976
212.018754,34,1967.946641
213.492322,33,1968.214441
211.85017,35,1968.548982
210.508507,34,1968.845104
208.922045,36,1969.17374
212.057771,35,1969.415737
209.423001,38,1969.685732
213.963264,35,1969.947508
213.436868,35,1970.198244
211.60846,35,1970.466295
210.691737,39,1970.81259
213.003572,34,1971.051533
209.856039,36,1971.328121
210.442992,34,1971.694446
214.49764,33,1971.973248
215.063127,31,1972.221635
213.444273,35,1972.487785
213.623309,35,1972.791325
212.524281,34,1973.047055
213.134486,36,1973.295279
212.527329,33,1973.544162
210.375441,33,1973.792459
213.756298,33,1974.053993
214.156819,31,1974.283316
214.862276,32,1974.528064
210.597495,36,1974.882349
214.840302,35,1975.187599
214.416632,34,1975.447654
215.763922,34,1975.71123
215.69605,32,1975.964841
215.515723,32,1976.198256
215.747491,33,1976.430364
209.946066,37,1976.777688
212.952951,33,1977.031317
212.001488,36,1977.303677
212.78058,33,1977.560472
208.099506,35,1977.805102
212.790455,31,1978.134297
213.052784,32,1978.365357
214.136477,35,1978.619767
214.559686,35,1978.885107
214.253121,36,1979.143455
212.523871,42,1979.444794
211.039313,40,1979.810693
212.23775,35,1980.102709
211.277393,33,1980.447405
214.913219,30,1980.731996
215.551945,30,1980.952014
208.662498,37,1981.197912
210.99636,37,1981.460538
211.848811,36,1981.704712
212.242336,36,1981.982777
210.042434,37,1982.235984
213.978237,34,1982.498281
214.911861,31,1982.769127
216.036079,32,1983.01008
213.112991,34,1983.251222
209.450476,37,1983.60779
213.760973,31,1983.850013
212.277583,33,1984.181482
212.886898,35,1984.43744
214.906315,30,1984.664852
211.679057,34,1984.919197
212.412986,36,1985.193166
212.8085,39,1985.491649
215.046783,33,1985.731666
213.698172,32,1986.011977
209.724809,35,1986.350469
212.953889,33,1986.583112
207.093667,38,1986.832603
211.942785,36,1987.181897
213.184157,36,1987.443339
213.683345,33,1987.699883
211.560034,35,1988.003275
211.974351,33,1988.360207
210.454285,35,1988.608765
209.093871,35,1988.834979
212.660992,35,1989.081925
215.355836,31,1989.302473
215.862983,32,1989.527636
214.697942,36,1989.766864
214.194328,36,1990.007242
214.398411,34,1990.234875
212.767112,38,1990.662495
214.473147,34,1990.925402
209.69694,36,1991.162277
208.684015,37,1991.438855
209.194201,37,1991.706501
207.180983,39,1991.995839
207.810511,39,1992.279011
213.080495,35,1992.677763
213.360713,37,1992.944129
214.361166,32,1993.267814
212.034399,35,1993.553975
211.800915,35,1993.834252
212.542688,34,1994.104238
209.781615,36,1994.361939
215.604649,30,1994.60911
211.665881,34,1994.871143
212.985297,36,1995.154383
212.169109,36,1995.502838
214.860597,34,1995.778049
211.218701,36,1996.157905
210.395406,36,1996.411466
211.501011,35,1996.663821
211.771577,37,1996.966023
214.425957,32,1997.196483
212.215325,33,1997.454816
213.83474,33,1997.694872
209.290032,38,1997.98545
209.451167,41,1998.271458
215.716426,32,1998.511647
212.051776,32,1998.775362
207.60944,38,1999.184255
210.672028,35,1999.459921
213.6406,30,1999.721394
213.241702,33,2000.013544
213.173698,36,2000.28197
214.364591,33,2000.529407
212.470969,36,2000.816515
209.024621,38,2001.084742
206.751706,34,2001.333735
209.363587,36,2001.610974
208.177969,35,2001.873272
210.629786,35,2002.242475
214.266388,29,2002.404202
207.694668,39,2002.749107
215.610093,32,2002.988187
213.209268,35,2003.233445
214.651342,31,2003.478559
209.58857,36,2003.753421
212.180008,31,2003.994186
212.333111,30,2004.232574
212.235455,32,2004.499002
211.895616,37,2004.764712
215.388325,36,2005.038783
214.457329,36,2005.300157
213.242404,34,2005.547083
215.115851,33,2005.849224
212.870233,31,2006.104701
212.970729,32,2006.350935
208.956259,37,2006.625493
213.220938,30,2006.867594
213.786262,31,2007.120472
208.204554,38,2007.404655
212.742129,30,2007.664279
213.091022,32,2007.932883
215.573449,31,2008.170143
214.917229,34,2008.419996
209.905316,38,2008.787872
209.09794,41,2009.093473
214.34423,32,2009.334788
213.703375,34,2009.574826
212.614322,36,2009.862585
211.987223,34,2010.188669
213.485416,33,2010.428674
213.607524,33,2010.671469
210.287537,36,2010.936522
210.318678,37,2011.305459
212.689177,33,2011.645336
214.235669,31,2011.906659
210.603456,33,2012.155062
210.35595,36,2012.413655
211.498291,35,2012.659102
212.54964,37,2012.921246
214.724091,34,2013.159972
214.653537,34,2013.413139
209.595945,36,2013.677551
212.998241,30,2013.977235
213.889314,32,2014.201296
206.322779,30,2014.417176
211.230965,34,2014.66346
214.363491,33,2014.909043
207.478595,40,2015.186922
212.143025,39,2015.561942
214.881823,35,2015.861359
212.783147,36,2016.136211
210.242833,35,2016.397013
214.045277,30,2016.623433
213.323627,28,2016.85711
215.450645,27,2017.070892
214.169061,30,2017.300982
214.629551,31,2017.465497
212.792119,38,2017.885048
210.916684,39,2018.160521
214.963256,33,2018.418511
213.005593,33,2018.681626
210.334762,36,2018.929966
211.97998,35,2019.20032
213.097767,33,2019.463793
213.646694,33,2019.712294
211.023821,37,2020.004474
213.592018,33,2020.260009
212.174128,34,2020.508678
210.690941,34,2020.852818
209.077326,35,2021.195938
213.224668,33,2021.537886
208.016223,38,2021.807636
212.495556,35,2022.069682
212.73027,36,2022.336996
212.647558,37,2022.590001
213.462933,34,2022.845822
215.070157,32,2023.093627
210.798726,35,2023.356987
213.049779,34,2023.607397
212.648194,35,2023.962372
213.694048,33,2024.214765
208.541898,38,2024.472039
213.676805,35,2024.724025
216.485436,30,2024.955932
209.45994,39,2025.229953
213.979944,31,2025.460112
209.910664,36,2025.771386
211.443897,34,2026.04507
212.931495,32,2026.276395
213.819726,31,2026.508439
213.365711,31,2026.748678
212.363006,36,2027.014799
211.052113,38,2027.270351
213.122421,33,2027.537656
210.2958,37,2027.966228
214.555333,34,2028.21542
213.699548,33,2028.467688
211.875334,32,2028.705508
211.539019,33,2028.952398
211.722021,33,2029.196264
212.50478,34,2029.454841
215.311458,32,2029.781953
215.823178,32,2030.014691
213.493218,34,2030.269695
214.059634,32,2030.508455
206.007819,34,2030.753809
211.034831,32,2030.98345
207.439645,36,2031.252486
212.869023,36,2031.535342
213.966557,37,2031.806292
213.819436,36,2032.099771
211.149842,38,2032.478969
211.456757,33,2032.741247
213.708414,35,2033.006834
210.858507,36,2033.264805
214.572851,34,2033.582368
211.029228,39,2033.87968
212.686633,38,2034.159195
215.7686,33,2034.39366
212.286747,34,2034.662226
208.849006,36,2034.993618
212.49805,33,2035.257854
213.004067,36,2035.589221
214.500941,33,2035.832927
208.035411,40,2036.138872
214.125542,35,2036.382525
209.27444,37,2036.66074
213.970038,32,2036.927596
213.376987,32,2037.174915
214.555691,29,2037.450884
215.636026,29,2037.741665
215.824949,32,2037.99561
214.028328,30,2038.234678
214.971979,31,2038.470404
213.223319,35,2038.698589
211.277985,37,2038.967121
210.211044,36,2039.217346
215.037833,33,2039.465816
212.11501,35,2039.855027
212.488297,34,2040.137203
213.078501,32,2040.381767
213.36561,34,2040.612754
212.703935,35,2040.853634
213.565775,35,2041.080241
215.252118,29,2041.297273
211.752187,34,2041.557693
211.543904,38,2041.918625
215.988153,33,2042.152265
214.533164,31,2042.388713
213.976047,34,2042.637403
212.312424,32,2042.884819
213.94049,31,2043.125457
210.567437,35,2043.402965
211.942874,31,2043.656339
213.524869,34,2043.97368
210.342253,35,2044.217579
213.598491,33,2044.432535
211.869064,34,2044.671091
211.390137,35,2044.910959
208.505314,36,2045.210026
211.178356,36,2045.45234
212.643032,35,2045.709831
213.426337,30,2046.021465
214.322555,30,2046.342413
213.122849,32,2046.585463
211.124937,36,2046.845492
212.897923,36,2047.112606
213.716862,35,2047.374522
214.632842,33,2047.636746
209.547125,41,2047.955876
212.98574,30,2048.201058
210.072863,36,2048.466524
215.157639,28,2048.682727
211.841033,32,2048.915706
207.827286,35,2049.169063
214.653276,31,2049.40699
213.808048,31,2049.634432
213.548497,33,2049.865655
213.96129,32,2050.116361
212.89007,35,2050.383484
213.594347,29,2050.610509
209.001378,38,2050.950693
212.278958,35,2051.351016
211.002642,36,2051.641605
211.420988,37,2051.934937
205.765464,39,2052.209783
211.397219,36,2052.490211
206.866259,38,2052.751663
211.870864,34,2052.995493
210.778937,34,2053.314622
207.687038,36,2053.564487
212.885401,32,2053.835067
206.623782,40,2054.251922
208.086212,37,2054.585089
212.121965,33,2054.816999
213.832706,32,2055.050637
213.027899,32,2055.288146
208.579549,36,2055.545774
214.13959,32,2055.784935
215.148164,32,2056.045564
211.38947,35,2056.30343
213.029802,33,2056.572165
207.892007,41,2057.099917
213.802069,34,2057.332361
211.397731,35,2057.577499
212.419623,33,2057.837568
213.459232,33,2058.088429
212.702661,33,2058.33344
212.65592,39,2058.628082
214.035985,35,2058.892167
216.603897,31,2059.180599
213.691636,35,2059.432949
213.543221,37,2059.705851
212.933509,33,2059.956658
212.840603,32,2060.214007
208.778924,34,2060.47793
213.432031,30,2060.719657
214.107676,31,2060.955264
215.563378,29,2061.171488
214.650514,33,2061.412079
213.50458,36,2061.686578
213.709334,33,2061.991159
211.783489,33,2062.317283
211.822165,34,2062.579169
209.513641,38,2062.835967
215.985836,32,2063.077244
216.297523,31,2063.340012
213.74247,33,2063.602461
213.176339,35,2063.848202
215.975709,29,2064.066597
210.696542,37,2064.312199
211.481324,36,2064.566176
212.770238,32,2064.812577
214.098336,32,2065.023641
213.643507,32,2065.302809
210.920493,38,2065.585867
212.429374,37,2065.847225
215.173648,32,2066.10299
213.525823,35,2066.347202
210.88417,37,2066.700182
215.673668,31,2066.940439
213.28183,30,2067.225011
4.620019,35,2067.512836
207.564604,38,2067.789894
208.76557,38,2068.090841
212.809503,35,2068.366794
213.194202,37,2068.627781
214.660671,34,2068.877572
215.917471,31,2069.121718
215.973038,30,2069.388945
212.05396,34,2069.63384
211.673167,33,2069.869764
212.786453,30,2070.085225
213.146495,32,2070.326573
211.440647,37,2070.592374
212.645837,36,2070.960936
215.715625,32,2071.272547
210.634257,33,2071.534338
211.806644,32,2071.783507
212.772349,36,2072.037866
212.462451,35,2072.297773
4.847111,34,2072.543333
215.36286,30,2072.79274
207.784455,36,2073.050992
212.694158,33,2073.308162
211.961545,31,2073.547077
206.714072,39,2073.809969
213.488266,33,2074.094831
213.806147,34,2074.340581
211.934981,36,2074.614325
213.187296,35,2074.866508
211.622549,34,2075.253582
212.159699,36,2075.527874
211.898276,38,2075.8116
212.297831,34,2076.045353
212.274742,35,2076.304748
214.611637,29,2076.544182
213.879612,31,2076.771772
211.88136,32,2077.032945
214.485684,32,2077.331126
209.112997,37,2077.596939
215.217499,29,2077.837049
212.211632,35,2078.129108
206.120854,39,2078.406878
215.607339,32,2078.655362
209.898665,41,2079.032009
213.42089,35,2079.296319
210.498676,34,2079.56148
211.850492,31,2079.802593
210.289049,35,2080.058551
211.15096,35,2080.311745
206.278898,40,2080.629203
214.411165,33,2080.937265
213.354066,34,2081.184888
214.047533,34,2081.435407
212.041452,33,2081.686749
212.691111,31,2081.914322
209.883048,36,2082.185615
211.209845,37,2082.548395
212.683511,33,2082.840775
213.591792,32,2083.108157
214.738394,30,2083.261658
213.206525,33,2083.574997
214.687139,31,2083.725049
212.196403,35,2084.069336
214.391878,29,2084.215716
212.212733,34,2084.539119
213.184769,34,2084.797757
212.264753,35,2085.13916
212.353217,36,2085.415829
211.951281,38,2085.696854
213.458522,32,2085.938401
208.031229,37,2086.194966
214.81861,31,2086.439423
211.825756,34,2086.716014
214.616642,31,2086.997175
213.444031,32,2087.248976
215.35266,32,2087.491316
210.828338,40,2087.765612
206.84109,40,2088.159153
210.983907,37,2088.444922
214.211604,33,2088.717931
215.6942,31,2089.066248
215.673242,32,2089.35337
206.816055,41,2089.640653
206.523853,42,2089.927219
212.158458,35,2090.262048
214.868051,33,2090.518032
207.22212,40,2090.81709
214.140997,34,2091.094193
212.811885,35,2091.444716
212.868184,32,2091.768425
211.850707,32,2092.027113
213.723794,32,2092.255218
212.843583,33,2092.523753
213.301857,33,2092.783282
213.974673,34,2093.026237
213.488682,34,2093.2673
214.023813,38,2093.562488
214.813774,37,2093.909714
216.129252,35,2094.295474
216.247312,32,2094.54074
210.456398,32,2094.793534
214.781713,32,2095.040945
212.897439,32,2095.28488
214.609633,30,2095.508211
212.395492,32,2095.761357
212.01398,34,2096.025502
210.958786,37,2096.289668
214.169414,31,2096.613708
215.321127,33,2096.923841
215.254821,30,2097.149485
211.71805,35,2097.382835
214.859643,33,2097.617705
212.697082,35,2097.866827
208.623735,39,2098.152457
212.722846,32,2098.413335
214.565792,33,2098.670475
211.319732,35,2098.929841
213.167402,33,2099.188764
216.656176,32,2099.432038
214.707362,35,2099.699768
215.221278,34,2099.960225
208.147987,41,2100.315379
213.439014,37,2100.562999
206.842399,40,2100.911276
213.273603,33,2101.215613
207.70044,39,2101.482448
214.186883,33,2101.739536
212.401481,31,2101.986746
213.043625,34,2102.255302
214.608683,33,2102.538482
207.571092,38,2102.912869
213.237771,34,2103.195927
214.218896,32,2103.444171
210.60639,34,2103.713254
215.076397,30,2103.953433
212.686307,34,2104.226615
211.822726,33,2104.480157
207.318459,39,2104.757458
213.533794,33,2105.113957
214.460437,32,2105.354314
215.415374,34,2105.611647
214.345777,34,2105.862013
215.132105,33,2106.099194
214.642085,31,2106.338983
214.571592,32,2106.620178
209.891184,36,2106.972976
208.211607,38,2107.229223
211.439039,34,2107.524752
213.204171,33,2107.766699
212.031751,37,2108.039296
212.53912,36,2108.290483
213.441166,32,2108.520153
209.243435,41,2108.811348
211.873318,35,2109.140852
209.38804,37,2109.401302
213.320483,36,2109.748753
213.984072,34,2110.000953
210.154863,36,2110.279151
214.596185,32,2110.532808
208.181014,37,2110.807382
211.65597,35,2111.145977
213.12435,34,2111.403343
215.293071,32,2111.633205
213.167374,36,2111.905358
214.868921,32,2112.118881
206.652903,40,2112.383579
215.137349,32,2112.611155
210.822096,37,2112.935983
214.632751,32,2113.207617
208.642295,38,2113.494493
211.602478,36,2113.783278
207.60041,40,2114.0658
210.313639,39,2114.368489
211.975068,36,2114.685849
212.841876,33,2115.011282
213.126642,33,2115.337746
212.069543,34,2115.581322
212.454377,32,2115.805335
208.652952,38,2116.073335
212.97885,31,2116.302287
212.566163,36,2116.558223
212.346336,39,2116.894206
206.985591,41,2117.176074
208.907301,39,2117.562183
211.254077,36,2117.838136
214.965996,31,2118.071173
211.276621,33,2118.338339
211.614197,31,2118.698047
211.199403,31,2118.942423
206.537331,38,2119.202842
213.707389,35,2119.452042
213.036857,38,2119.69816
213.185556,36,2119.945834
209.875511,37,2120.20763
212.860826,33,2120.450351
209.134058,39,2120.882041
212.778226,35,2123.820598
214.41654,32,2124.171923
214.652514,32,2124.481748
211.045554,36,2124.745571
207.262751,39,2125.02101
213.282055,29,2125.250319
214.909478,29,2125.486344
213.737171,31,2125.744542
212.953691,34,2126.004412
213.906611,28,2126.235717
211.061627,35,2126.540198
211.358875,36,2126.799665
215.165987,30,2127.028215
212.607444,35,2127.288137
215.548214,32,2127.518957
214.521422,35,2127.788877
213.133426,37,2128.052894
207.963848,38,2128.3198
210.269574,37,2128.625923
211.88436,31,2128.869048
211.164386,36,2129.19677
211.767301,36,2129.451299
214.211012,32,2129.675951
208.068577,39,2129.929042
215.180199,33,2130.164368
211.830576,31,2130.48614
214.873052,34,2130.750335
208.501142,37,2131.030308
213.956462,34,2131.287674
212.279185,32,2131.538409
213.041624,34,2131.766136
207.934029,36,2132.022138
210.9218,32,2132.264345
212.885955,32,2132.500771
214.431631,33,2132.750477
207.450977,39,2133.1058
215.270806,33,2133.423244
211.151747,34,2133.6761
213.124467,32,2133.934955
206.624079,33,2134.176988
213.117288,32,2134.422997
212.679746,32,2134.684317
211.535733,36,2134.987691
212.796615,32,2135.300905
214.18,33,2135.552655
213.82057,33,2135.788681
209.383979,38,2136.054661
212.919407,36,2136.325891
215.940276,32,2136.567968
208.629402,39,2136.833458
212.880824,33,2137.218287
215.67005,30,2137.376834
206.581272,35,2137.709793
208.930025,31,2137.944861
