target_sut,seed,min_ratio,max_ratio,min_count,max_count,m_neighbors,w_streak,selected_count,failure_count,failure_ratio,recall,critical_count,stop_reason
SUT-D,0,0.05,0.5,10,20,3,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,1,0.05,0.5,10,20,3,4,20,15,0.75,0.3191489361702128,19,max_count_reached
SUT-D,2,0.05,0.5,10,20,3,4,20,17,0.85,0.3617021276595745,19,max_count_reached
SUT-D,3,0.05,0.5,10,20,3,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,4,0.05,0.5,10,20,3,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,5,0.05,0.5,10,20,3,4,20,16,0.8,0.3404255319148936,20,max_count_reached
SUT-D,6,0.05,0.5,10,20,3,4,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,7,0.05,0.5,10,20,3,4,20,13,0.65,0.2765957446808511,19,max_count_reached
SUT-D,8,0.05,0.5,10,20,3,4,20,12,0.6,0.2553191489361702,18,max_count_reached
SUT-D,9,0.05,0.5,10,20,3,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,10,0.05,0.5,10,20,3,4,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,11,0.05,0.5,10,20,3,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,12,0.05,0.5,10,20,3,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,13,0.05,0.5,10,20,3,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,14,0.05,0.5,10,20,3,4,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,15,0.05,0.5,10,20,3,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,16,0.05,0.5,10,20,3,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,17,0.05,0.5,10,20,3,4,20,18,0.9,0.3829787234042553,20,max_count_reached
SUT-D,18,0.05,0.5,10,20,3,4,20,14,0.7,0.2978723404255319,19,max_count_reached
SUT-D,19,0.05,0.5,10,20,3,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,0,0.05,0.5,10,20,3,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,1,0.05,0.5,10,20,3,5,20,15,0.75,0.3191489361702128,19,max_count_reached
SUT-D,2,0.05,0.5,10,20,3,5,20,17,0.85,0.3617021276595745,19,max_count_reached
SUT-D,3,0.05,0.5,10,20,3,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,4,0.05,0.5,10,20,3,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,5,0.05,0.5,10,20,3,5,20,16,0.8,0.3404255319148936,20,max_count_reached
SUT-D,6,0.05,0.5,10,20,3,5,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,7,0.05,0.5,10,20,3,5,20,13,0.65,0.2765957446808511,19,max_count_reached
SUT-D,8,0.05,0.5,10,20,3,5,20,12,0.6,0.2553191489361702,18,max_count_reached
SUT-D,9,0.05,0.5,10,20,3,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,10,0.05,0.5,10,20,3,5,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,11,0.05,0.5,10,20,3,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,12,0.05,0.5,10,20,3,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,13,0.05,0.5,10,20,3,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,14,0.05,0.5,10,20,3,5,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,15,0.05,0.5,10,20,3,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,16,0.05,0.5,10,20,3,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,17,0.05,0.5,10,20,3,5,20,18,0.9,0.3829787234042553,20,max_count_reached
SUT-D,18,0.05,0.5,10,20,3,5,20,14,0.7,0.2978723404255319,19,max_count_reached
SUT-D,19,0.05,0.5,10,20,3,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,0,0.05,0.5,10,20,4,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,1,0.05,0.5,10,20,4,3,20,15,0.75,0.3191489361702128,19,max_count_reached
SUT-D,2,0.05,0.5,10,20,4,3,20,17,0.85,0.3617021276595745,19,max_count_reached
SUT-D,3,0.05,0.5,10,20,4,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,4,0.05,0.5,10,20,4,3,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,5,0.05,0.5,10,20,4,3,20,16,0.8,0.3404255319148936,20,max_count_reached
SUT-D,6,0.05,0.5,10,20,4,3,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,7,0.05,0.5,10,20,4,3,20,13,0.65,0.2765957446808511,19,max_count_reached
SUT-D,8,0.05,0.5,10,20,4,3,20,12,0.6,0.2553191489361702,18,max_count_reached
SUT-D,9,0.05,0.5,10,20,4,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,10,0.05,0.5,10,20,4,3,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,11,0.05,0.5,10,20,4,3,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,12,0.05,0.5,10,20,4,3,18,15,0.8333333333333334,0.3191489361702128,18,safe_neighbor_streak
SUT-D,13,0.05,0.5,10,20,4,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,14,0.05,0.5,10,20,4,3,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,15,0.05,0.5,10,20,4,3,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,16,0.05,0.5,10,20,4,3,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,17,0.05,0.5,10,20,4,3,20,18,0.9,0.3829787234042553,20,max_count_reached
SUT-D,18,0.05,0.5,10,20,4,3,20,14,0.7,0.2978723404255319,19,max_count_reached
SUT-D,19,0.05,0.5,10,20,4,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,0,0.05,0.5,10,20,4,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,1,0.05,0.5,10,20,4,4,20,15,0.75,0.3191489361702128,19,max_count_reached
SUT-D,2,0.05,0.5,10,20,4,4,20,17,0.85,0.3617021276595745,19,max_count_reached
SUT-D,3,0.05,0.5,10,20,4,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,4,0.05,0.5,10,20,4,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,5,0.05,0.5,10,20,4,4,20,16,0.8,0.3404255319148936,20,max_count_reached
SUT-D,6,0.05,0.5,10,20,4,4,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,7,0.05,0.5,10,20,4,4,20,13,0.65,0.2765957446808511,19,max_count_reached
SUT-D,8,0.05,0.5,10,20,4,4,20,12,0.6,0.2553191489361702,18,max_count_reached
SUT-D,9,0.05,0.5,10,20,4,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,10,0.05,0.5,10,20,4,4,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,11,0.05,0.5,10,20,4,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,12,0.05,0.5,10,20,4,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,13,0.05,0.5,10,20,4,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,14,0.05,0.5,10,20,4,4,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,15,0.05,0.5,10,20,4,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,16,0.05,0.5,10,20,4,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,17,0.05,0.5,10,20,4,4,20,18,0.9,0.3829787234042553,20,max_count_reached
SUT-D,18,0.05,0.5,10,20,4,4,20,14,0.7,0.2978723404255319,19,max_count_reached
SUT-D,19,0.05,0.5,10,20,4,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,0,0.05,0.5,10,20,4,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,1,0.05,0.5,10,20,4,5,20,15,0.75,0.3191489361702128,19,max_count_reached
SUT-D,2,0.05,0.5,10,20,4,5,20,17,0.85,0.3617021276595745,19,max_count_reached
SUT-D,3,0.05,0.5,10,20,4,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,4,0.05,0.5,10,20,4,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,5,0.05,0.5,10,20,4,5,20,16,0.8,0.3404255319148936,20,max_count_reached
SUT-D,6,0.05,0.5,10,20,4,5,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,7,0.05,0.5,10,20,4,5,20,13,0.65,0.2765957446808511,19,max_count_reached
SUT-D,8,0.05,0.5,10,20,4,5,20,12,0.6,0.2553191489361702,18,max_count_reached
SUT-D,9,0.05,0.5,10,20,4,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,10,0.05,0.5,10,20,4,5,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,11,0.05,0.5,10,20,4,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,12,0.05,0.5,10,20,4,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,13,0.05,0.5,10,20,4,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,14,0.05,0.5,10,20,4,5,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,15,0.05,0.5,10,20,4,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,16,0.05,0.5,10,20,4,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,17,0.05,0.5,10,20,4,5,20,18,0.9,0.3829787234042553,20,max_count_reached
SUT-D,18,0.05,0.5,10,20,4,5,20,14,0.7,0.2978723404255319,19,max_count_reached
SUT-D,19,0.05,0.5,10,20,4,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,0,0.1,0.4,20,20,2,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,1,0.1,0.4,20,20,2,3,20,15,0.75,0.3191489361702128,19,max_count_reached
SUT-D,2,0.1,0.4,20,20,2,3,20,17,0.85,0.3617021276595745,19,max_count_reached
SUT-D,3,0.1,0.4,20,20,2,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,4,0.1,0.4,20,20,2,3,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,5,0.1,0.4,20,20,2,3,20,16,0.8,0.3404255319148936,20,max_count_reached
SUT-D,6,0.1,0.4,20,20,2,3,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,7,0.1,0.4,20,20,2,3,20,13,0.65,0.2765957446808511,19,max_count_reached
SUT-D,8,0.1,0.4,20,20,2,3,20,12,0.6,0.2553191489361702,18,max_count_reached
SUT-D,9,0.1,0.4,20,20,2,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,10,0.1,0.4,20,20,2,3,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,11,0.1,0.4,20,20,2,3,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,12,0.1,0.4,20,20,2,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,13,0.1,0.4,20,20,2,3,20,17,0.85,0.3617021276595745,20,safe_neighbor_streak
SUT-D,14,0.1,0.4,20,20,2,3,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,15,0.1,0.4,20,20,2,3,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,16,0.1,0.4,20,20,2,3,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,17,0.1,0.4,20,20,2,3,20,18,0.9,0.3829787234042553,20,max_count_reached
SUT-D,18,0.1,0.4,20,20,2,3,20,14,0.7,0.2978723404255319,19,max_count_reached
SUT-D,19,0.1,0.4,20,20,2,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,0,0.1,0.4,20,20,2,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,1,0.1,0.4,20,20,2,4,20,15,0.75,0.3191489361702128,19,max_count_reached
SUT-D,2,0.1,0.4,20,20,2,4,20,17,0.85,0.3617021276595745,19,max_count_reached
SUT-D,3,0.1,0.4,20,20,2,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,4,0.1,0.4,20,20,2,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,5,0.1,0.4,20,20,2,4,20,16,0.8,0.3404255319148936,20,max_count_reached
SUT-D,6,0.1,0.4,20,20,2,4,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,7,0.1,0.4,20,20,2,4,20,13,0.65,0.2765957446808511,19,max_count_reached
SUT-D,8,0.1,0.4,20,20,2,4,20,12,0.6,0.2553191489361702,18,max_count_reached
SUT-D,9,0.1,0.4,20,20,2,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,10,0.1,0.4,20,20,2,4,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,11,0.1,0.4,20,20,2,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,12,0.1,0.4,20,20,2,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,13,0.1,0.4,20,20,2,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,14,0.1,0.4,20,20,2,4,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,15,0.1,0.4,20,20,2,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,16,0.1,0.4,20,20,2,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,17,0.1,0.4,20,20,2,4,20,18,0.9,0.3829787234042553,20,max_count_reached
SUT-D,18,0.1,0.4,20,20,2,4,20,14,0.7,0.2978723404255319,19,max_count_reached
SUT-D,19,0.1,0.4,20,20,2,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,0,0.1,0.4,20,20,2,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,1,0.1,0.4,20,20,2,5,20,15,0.75,0.3191489361702128,19,max_count_reached
SUT-D,2,0.1,0.4,20,20,2,5,20,17,0.85,0.3617021276595745,19,max_count_reached
SUT-D,3,0.1,0.4,20,20,2,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,4,0.1,0.4,20,20,2,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,5,0.1,0.4,20,20,2,5,20,16,0.8,0.3404255319148936,20,max_count_reached
SUT-D,6,0.1,0.4,20,20,2,5,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,7,0.1,0.4,20,20,2,5,20,13,0.65,0.2765957446808511,19,max_count_reached
SUT-D,8,0.1,0.4,20,20,2,5,20,12,0.6,0.2553191489361702,18,max_count_reached
SUT-D,9,0.1,0.4,20,20,2,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,10,0.1,0.4,20,20,2,5,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,11,0.1,0.4,20,20,2,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,12,0.1,0.4,20,20,2,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,13,0.1,0.4,20,20,2,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,14,0.1,0.4,20,20,2,5,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,15,0.1,0.4,20,20,2,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,16,0.1,0.4,20,20,2,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,17,0.1,0.4,20,20,2,5,20,18,0.9,0.3829787234042553,20,max_count_reached
SUT-D,18,0.1,0.4,20,20,2,5,20,14,0.7,0.2978723404255319,19,max_count_reached
SUT-D,19,0.1,0.4,20,20,2,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,0,0.1,0.4,20,20,3,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,1,0.1,0.4,20,20,3,3,20,15,0.75,0.3191489361702128,19,max_count_reached
SUT-D,2,0.1,0.4,20,20,3,3,20,17,0.85,0.3617021276595745,19,max_count_reached
SUT-D,3,0.1,0.4,20,20,3,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,4,0.1,0.4,20,20,3,3,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,5,0.1,0.4,20,20,3,3,20,16,0.8,0.3404255319148936,20,max_count_reached
SUT-D,6,0.1,0.4,20,20,3,3,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,7,0.1,0.4,20,20,3,3,20,13,0.65,0.2765957446808511,19,max_count_reached
SUT-D,8,0.1,0.4,20,20,3,3,20,12,0.6,0.2553191489361702,18,max_count_reached
SUT-D,9,0.1,0.4,20,20,3,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,10,0.1,0.4,20,20,3,3,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,11,0.1,0.4,20,20,3,3,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,12,0.1,0.4,20,20,3,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,13,0.1,0.4,20,20,3,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,14,0.1,0.4,20,20,3,3,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,15,0.1,0.4,20,20,3,3,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,16,0.1,0.4,20,20,3,3,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,17,0.1,0.4,20,20,3,3,20,18,0.9,0.3829787234042553,20,max_count_reached
SUT-D,18,0.1,0.4,20,20,3,3,20,14,0.7,0.2978723404255319,19,max_count_reached
SUT-D,19,0.1,0.4,20,20,3,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,0,0.1,0.4,20,20,3,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,1,0.1,0.4,20,20,3,4,20,15,0.75,0.3191489361702128,19,max_count_reached
SUT-D,2,0.1,0.4,20,20,3,4,20,17,0.85,0.3617021276595745,19,max_count_reached
SUT-D,3,0.1,0.4,20,20,3,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,4,0.1,0.4,20,20,3,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,5,0.1,0.4,20,20,3,4,20,16,0.8,0.3404255319148936,20,max_count_reached
SUT-D,6,0.1,0.4,20,20,3,4,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,7,0.1,0.4,20,20,3,4,20,13,0.65,0.2765957446808511,19,max_count_reached
SUT-D,8,0.1,0.4,20,20,3,4,20,12,0.6,0.2553191489361702,18,max_count_reached
SUT-D,9,0.1,0.4,20,20,3,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,10,0.1,0.4,20,20,3,4,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,11,0.1,0.4,20,20,3,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,12,0.1,0.4,20,20,3,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,13,0.1,0.4,20,20,3,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,14,0.1,0.4,20,20,3,4,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,15,0.1,0.4,20,20,3,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,16,0.1,0.4,20,20,3,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,17,0.1,0.4,20,20,3,4,20,18,0.9,0.3829787234042553,20,max_count_reached
SUT-D,18,0.1,0.4,20,20,3,4,20,14,0.7,0.2978723404255319,19,max_count_reached
SUT-D,19,0.1,0.4,20,20,3,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,0,0.1,0.4,20,20,3,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,1,0.1,0.4,20,20,3,5,20,15,0.75,0.3191489361702128,19,max_count_reached
SUT-D,2,0.1,0.4,20,20,3,5,20,17,0.85,0.3617021276595745,19,max_count_reached
SUT-D,3,0.1,0.4,20,20,3,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,4,0.1,0.4,20,20,3,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,5,0.1,0.4,20,20,3,5,20,16,0.8,0.3404255319148936,20,max_count_reached
SUT-D,6,0.1,0.4,20,20,3,5,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,7,0.1,0.4,20,20,3,5,20,13,0.65,0.2765957446808511,19,max_count_reached
SUT-D,8,0.1,0.4,20,20,3,5,20,12,0.6,0.2553191489361702,18,max_count_reached
SUT-D,9,0.1,0.4,20,20,3,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,10,0.1,0.4,20,20,3,5,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,11,0.1,0.4,20,20,3,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,12,0.1,0.4,20,20,3,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,13,0.1,0.4,20,20,3,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,14,0.1,0.4,20,20,3,5,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,15,0.1,0.4,20,20,3,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,16,0.1,0.4,20,20,3,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,17,0.1,0.4,20,20,3,5,20,18,0.9,0.3829787234042553,20,max_count_reached
SUT-D,18,0.1,0.4,20,20,3,5,20,14,0.7,0.2978723404255319,19,max_count_reached
SUT-D,19,0.1,0.4,20,20,3,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,0,0.1,0.4,20,20,4,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,1,0.1,0.4,20,20,4,3,20,15,0.75,0.3191489361702128,19,max_count_reached
SUT-D,2,0.1,0.4,20,20,4,3,20,17,0.85,0.3617021276595745,19,max_count_reached
SUT-D,3,0.1,0.4,20,20,4,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,4,0.1,0.4,20,20,4,3,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,5,0.1,0.4,20,20,4,3,20,16,0.8,0.3404255319148936,20,max_count_reached
SUT-D,6,0.1,0.4,20,20,4,3,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,7,0.1,0.4,20,20,4,3,20,13,0.65,0.2765957446808511,19,max_count_reached
SUT-D,8,0.1,0.4,20,20,4,3,20,12,0.6,0.2553191489361702,18,max_count_reached
SUT-D,9,0.1,0.4,20,20,4,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,10,0.1,0.4,20,20,4,3,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,11,0.1,0.4,20,20,4,3,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,12,0.1,0.4,20,20,4,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,13,0.1,0.4,20,20,4,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,14,0.1,0.4,20,20,4,3,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,15,0.1,0.4,20,20,4,3,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,16,0.1,0.4,20,20,4,3,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,17,0.1,0.4,20,20,4,3,20,18,0.9,0.3829787234042553,20,max_count_reached
SUT-D,18,0.1,0.4,20,20,4,3,20,14,0.7,0.2978723404255319,19,max_count_reached
SUT-D,19,0.1,0.4,20,20,4,3,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,0,0.1,0.4,20,20,4,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,1,0.1,0.4,20,20,4,4,20,15,0.75,0.3191489361702128,19,max_count_reached
SUT-D,2,0.1,0.4,20,20,4,4,20,17,0.85,0.3617021276595745,19,max_count_reached
SUT-D,3,0.1,0.4,20,20,4,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,4,0.1,0.4,20,20,4,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,5,0.1,0.4,20,20,4,4,20,16,0.8,0.3404255319148936,20,max_count_reached
SUT-D,6,0.1,0.4,20,20,4,4,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,7,0.1,0.4,20,20,4,4,20,13,0.65,0.2765957446808511,19,max_count_reached
SUT-D,8,0.1,0.4,20,20,4,4,20,12,0.6,0.2553191489361702,18,max_count_reached
SUT-D,9,0.1,0.4,20,20,4,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,10,0.1,0.4,20,20,4,4,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,11,0.1,0.4,20,20,4,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,12,0.1,0.4,20,20,4,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,13,0.1,0.4,20,20,4,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,14,0.1,0.4,20,20,4,4,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,15,0.1,0.4,20,20,4,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,16,0.1,0.4,20,20,4,4,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,17,0.1,0.4,20,20,4,4,20,18,0.9,0.3829787234042553,20,max_count_reached
SUT-D,18,0.1,0.4,20,20,4,4,20,14,0.7,0.2978723404255319,19,max_count_reached
SUT-D,19,0.1,0.4,20,20,4,4,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,0,0.1,0.4,20,20,4,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,1,0.1,0.4,20,20,4,5,20,15,0.75,0.3191489361702128,19,max_count_reached
SUT-D,2,0.1,0.4,20,20,4,5,20,17,0.85,0.3617021276595745,19,max_count_reached
SUT-D,3,0.1,0.4,20,20,4,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,4,0.1,0.4,20,20,4,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,5,0.1,0.4,20,20,4,5,20,16,0.8,0.3404255319148936,20,max_count_reached
SUT-D,6,0.1,0.4,20,20,4,5,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,7,0.1,0.4,20,20,4,5,20,13,0.65,0.2765957446808511,19,max_count_reached
SUT-D,8,0.1,0.4,20,20,4,5,20,12,0.6,0.2553191489361702,18,max_count_reached
SUT-D,9,0.1,0.4,20,20,4,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,10,0.1,0.4,20,20,4,5,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,11,0.1,0.4,20,20,4,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,12,0.1,0.4,20,20,4,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,13,0.1,0.4,20,20,4,5,20,17,0.85,0.3617021276595745,20,max_count_reached
SUT-D,14,0.1,0.4,20,20,4,5,20,16,0.8,0.3404255319148936,19,max_count_reached
SUT-D,15,0.1,0.4,20,20,4,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,16,0.1,0.4,20,20,4,5,20,15,0.75,0.3191489361702128,20,max_count_reached
SUT-D,17,0.1,0.4,20,20,4,5,20,18,0.9,0.3829787234042553,20,max_count_reached
