method,target_sut,seed,checkpoint,selected_count,failure_count,failure_ratio,recall,critical_count
Nearest-Failure-global,SUT-C,1,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,1,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,1,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,1,5,5,5,1.0,0.19230769230769232,5
DETOUR-within-SUT-static,SUT-C,1,10,10,9,0.9,0.34615384615384615,10
DETOUR-within-SUT-static,SUT-C,1,20,20,12,0.6,0.46153846153846156,14
Random-within-SUT,SUT-C,1,5,5,1,0.2,0.038461538461538464,1
Random-within-SUT,SUT-C,1,10,10,1,0.1,0.038461538461538464,1
Random-within-SUT,SUT-C,1,20,20,5,0.25,0.19230769230769232,6
Nearest-Failure-global-within-SUT,SUT-C,1,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,1,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,1,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,2,5,5,5,1.0,0.10869565217391304,5
DETOUR-static,SUT-C,2,10,10,9,0.9,0.1956521739130435,9
DETOUR-static,SUT-C,2,20,20,16,0.8,0.34782608695652173,18
Random,SUT-C,2,5,5,1,0.2,0.021739130434782608,1
Random,SUT-C,2,10,10,2,0.2,0.043478260869565216,2
Random,SUT-C,2,20,20,4,0.2,0.08695652173913043,5
Nearest-Failure-global,SUT-C,2,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,2,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,2,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,2,5,5,5,1.0,0.19230769230769232,5
DETOUR-within-SUT-static,SUT-C,2,10,10,9,0.9,0.34615384615384615,10
DETOUR-within-SUT-static,SUT-C,2,20,20,16,0.8,0.6153846153846154,17
Random-within-SUT,SUT-C,2,5,5,1,0.2,0.038461538461538464,1
Random-within-SUT,SUT-C,2,10,10,2,0.2,0.07692307692307693,2
Random-within-SUT,SUT-C,2,20,20,5,0.25,0.19230769230769232,5
Nearest-Failure-global-within-SUT,SUT-C,2,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,2,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,2,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,3,5,5,5,1.0,0.10869565217391304,5
DETOUR-static,SUT-C,3,10,10,10,1.0,0.21739130434782608,10
DETOUR-static,SUT-C,3,20,20,18,0.9,0.391304347826087,19
Random,SUT-C,3,5,5,2,0.4,0.043478260869565216,2
Random,SUT-C,3,10,10,2,0.2,0.043478260869565216,2
Random,SUT-C,3,20,20,5,0.25,0.10869565217391304,5
Nearest-Failure-global,SUT-C,3,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,3,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,3,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,3,5,5,5,1.0,0.19230769230769232,5
DETOUR-within-SUT-static,SUT-C,3,10,10,10,1.0,0.38461538461538464,10
DETOUR-within-SUT-static,SUT-C,3,20,20,17,0.85,0.6538461538461539,18
Random-within-SUT,SUT-C,3,5,5,1,0.2,0.038461538461538464,1
Random-within-SUT,SUT-C,3,10,10,3,0.3,0.11538461538461539,4
Random-within-SUT,SUT-C,3,20,20,5,0.25,0.19230769230769232,7
Nearest-Failure-global-within-SUT,SUT-C,3,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,3,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,3,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,4,5,5,4,0.8,0.08695652173913043,5
DETOUR-static,SUT-C,4,10,10,7,0.7,0.15217391304347827,8
DETOUR-static,SUT-C,4,20,20,16,0.8,0.34782608695652173,17
Random,SUT-C,4,5,5,1,0.2,0.021739130434782608,2
Random,SUT-C,4,10,10,1,0.1,0.021739130434782608,2
Random,SUT-C,4,20,20,6,0.3,0.13043478260869565,7
Nearest-Failure-global,SUT-C,4,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,4,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,4,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,4,5,5,5,1.0,0.19230769230769232,5
DETOUR-within-SUT-static,SUT-C,4,10,10,8,0.8,0.3076923076923077,9
DETOUR-within-SUT-static,SUT-C,4,20,20,13,0.65,0.5,15
Random-within-SUT,SUT-C,4,5,5,3,0.6,0.11538461538461539,3
Random-within-SUT,SUT-C,4,10,10,4,0.4,0.15384615384615385,4
Random-within-SUT,SUT-C,4,20,20,6,0.3,0.23076923076923078,7
Nearest-Failure-global-within-SUT,SUT-C,4,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,4,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,4,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,5,5,5,4,0.8,0.08695652173913043,5
DETOUR-static,SUT-C,5,10,10,9,0.9,0.1956521739130435,10
DETOUR-static,SUT-C,5,20,20,19,0.95,0.41304347826086957,20
Random,SUT-C,5,5,5,3,0.6,0.06521739130434782,3
Random,SUT-C,5,10,10,5,0.5,0.10869565217391304,5
Random,SUT-C,5,20,20,6,0.3,0.13043478260869565,7
Nearest-Failure-global,SUT-C,5,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,5,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,5,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,5,5,5,4,0.8,0.15384615384615385,4
DETOUR-within-SUT-static,SUT-C,5,10,10,8,0.8,0.3076923076923077,9
DETOUR-within-SUT-static,SUT-C,5,20,20,13,0.65,0.5,14
Random-within-SUT,SUT-C,5,5,5,2,0.4,0.07692307692307693,2
Random-within-SUT,SUT-C,5,10,10,3,0.3,0.11538461538461539,3
Random-within-SUT,SUT-C,5,20,20,6,0.3,0.23076923076923078,7
Nearest-Failure-global-within-SUT,SUT-C,5,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,5,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,5,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,6,5,5,3,0.6,0.06521739130434782,3
DETOUR-static,SUT-C,6,10,10,8,0.8,0.17391304347826086,8
DETOUR-static,SUT-C,6,20,20,16,0.8,0.34782608695652173,17
Random,SUT-C,6,5,5,1,0.2,0.021739130434782608,1
Random,SUT-C,6,10,10,3,0.3,0.06521739130434782,3
Random,SUT-C,6,20,20,5,0.25,0.10869565217391304,5
Nearest-Failure-global,SUT-C,6,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,6,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,6,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,6,5,5,5,1.0,0.19230769230769232,5
DETOUR-within-SUT-static,SUT-C,6,10,10,10,1.0,0.38461538461538464,10
DETOUR-within-SUT-static,SUT-C,6,20,20,16,0.8,0.6153846153846154,17
Random-within-SUT,SUT-C,6,5,5,1,0.2,0.038461538461538464,2
Random-within-SUT,SUT-C,6,10,10,2,0.2,0.07692307692307693,3
Random-within-SUT,SUT-C,6,20,20,5,0.25,0.19230769230769232,7
Nearest-Failure-global-within-SUT,SUT-C,6,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,6,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,6,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,7,5,5,4,0.8,0.08695652173913043,4
DETOUR-static,SUT-C,7,10,10,7,0.7,0.15217391304347827,7
DETOUR-static,SUT-C,7,20,20,13,0.65,0.2826086956521739,13
Random,SUT-C,7,5,5,0,0.0,0.0,0
Random,SUT-C,7,10,10,1,0.1,0.021739130434782608,1
Random,SUT-C,7,20,20,2,0.1,0.043478260869565216,2
Nearest-Failure-global,SUT-C,7,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,7,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,7,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,7,5,5,4,0.8,0.15384615384615385,5
DETOUR-within-SUT-static,SUT-C,7,10,10,6,0.6,0.23076923076923078,7
DETOUR-within-SUT-static,SUT-C,7,20,20,11,0.55,0.4230769230769231,12
Random-within-SUT,SUT-C,7,5,5,2,0.4,0.07692307692307693,2
Random-within-SUT,SUT-C,7,10,10,5,0.5,0.19230769230769232,5
Random-within-SUT,SUT-C,7,20,20,7,0.35,0.2692307692307692,9
Nearest-Failure-global-within-SUT,SUT-C,7,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,7,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,7,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,8,5,5,2,0.4,0.043478260869565216,4
DETOUR-static,SUT-C,8,10,10,5,0.5,0.10869565217391304,7
DETOUR-static,SUT-C,8,20,20,14,0.7,0.30434782608695654,16
Random,SUT-C,8,5,5,2,0.4,0.043478260869565216,2
Random,SUT-C,8,10,10,2,0.2,0.043478260869565216,2
Random,SUT-C,8,20,20,5,0.25,0.10869565217391304,6
Nearest-Failure-global,SUT-C,8,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,8,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,8,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,8,5,5,5,1.0,0.19230769230769232,5
DETOUR-within-SUT-static,SUT-C,8,10,10,10,1.0,0.38461538461538464,10
DETOUR-within-SUT-static,SUT-C,8,20,20,15,0.75,0.5769230769230769,18
Random-within-SUT,SUT-C,8,5,5,1,0.2,0.038461538461538464,1
Random-within-SUT,SUT-C,8,10,10,3,0.3,0.11538461538461539,4
Random-within-SUT,SUT-C,8,20,20,8,0.4,0.3076923076923077,9
Nearest-Failure-global-within-SUT,SUT-C,8,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,8,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,8,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,9,5,5,4,0.8,0.08695652173913043,5
DETOUR-static,SUT-C,9,10,10,8,0.8,0.17391304347826086,9
DETOUR-static,SUT-C,9,20,20,17,0.85,0.3695652173913043,19
Random,SUT-C,9,5,5,1,0.2,0.021739130434782608,1
Random,SUT-C,9,10,10,3,0.3,0.06521739130434782,3
Random,SUT-C,9,20,20,5,0.25,0.10869565217391304,5
Nearest-Failure-global,SUT-C,9,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,9,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,9,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,9,5,5,5,1.0,0.19230769230769232,5
DETOUR-within-SUT-static,SUT-C,9,10,10,9,0.9,0.34615384615384615,10
DETOUR-within-SUT-static,SUT-C,9,20,20,16,0.8,0.6153846153846154,17
Random-within-SUT,SUT-C,9,5,5,2,0.4,0.07692307692307693,2
Random-within-SUT,SUT-C,9,10,10,3,0.3,0.11538461538461539,4
Random-within-SUT,SUT-C,9,20,20,7,0.35,0.2692307692307692,9
Nearest-Failure-global-within-SUT,SUT-C,9,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,9,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,9,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,10,5,5,5,1.0,0.10869565217391304,5
DETOUR-static,SUT-C,10,10,10,10,1.0,0.21739130434782608,10
DETOUR-static,SUT-C,10,20,20,17,0.85,0.3695652173913043,18
Random,SUT-C,10,5,5,2,0.4,0.043478260869565216,3
Random,SUT-C,10,10,10,3,0.3,0.06521739130434782,5
Random,SUT-C,10,20,20,4,0.2,0.08695652173913043,7
Nearest-Failure-global,SUT-C,10,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,10,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,10,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,10,5,5,3,0.6,0.11538461538461539,4
DETOUR-within-SUT-static,SUT-C,10,10,10,6,0.6,0.23076923076923078,7
DETOUR-within-SUT-static,SUT-C,10,20,20,12,0.6,0.46153846153846156,14
Random-within-SUT,SUT-C,10,5,5,1,0.2,0.038461538461538464,2
Random-within-SUT,SUT-C,10,10,10,2,0.2,0.07692307692307693,3
Random-within-SUT,SUT-C,10,20,20,5,0.25,0.19230769230769232,7
Nearest-Failure-global-within-SUT,SUT-C,10,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,10,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,10,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,11,5,5,3,0.6,0.06521739130434782,3
DETOUR-static,SUT-C,11,10,10,6,0.6,0.13043478260869565,6
DETOUR-static,SUT-C,11,20,20,12,0.6,0.2608695652173913,14
Random,SUT-C,11,5,5,3,0.6,0.06521739130434782,3
Random,SUT-C,11,10,10,5,0.5,0.10869565217391304,6
Random,SUT-C,11,20,20,5,0.25,0.10869565217391304,7
Nearest-Failure-global,SUT-C,11,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,11,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,11,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,11,5,5,5,1.0,0.19230769230769232,5
DETOUR-within-SUT-static,SUT-C,11,10,10,9,0.9,0.34615384615384615,10
DETOUR-within-SUT-static,SUT-C,11,20,20,12,0.6,0.46153846153846156,16
Random-within-SUT,SUT-C,11,5,5,1,0.2,0.038461538461538464,1
Random-within-SUT,SUT-C,11,10,10,2,0.2,0.07692307692307693,2
Random-within-SUT,SUT-C,11,20,20,6,0.3,0.23076923076923078,8
Nearest-Failure-global-within-SUT,SUT-C,11,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,11,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,11,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,12,5,5,3,0.6,0.06521739130434782,5
DETOUR-static,SUT-C,12,10,10,8,0.8,0.17391304347826086,10
DETOUR-static,SUT-C,12,20,20,15,0.75,0.32608695652173914,17
Random,SUT-C,12,5,5,0,0.0,0.0,0
Random,SUT-C,12,10,10,1,0.1,0.021739130434782608,1
Random,SUT-C,12,20,20,1,0.05,0.021739130434782608,2
Nearest-Failure-global,SUT-C,12,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,12,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,12,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,12,5,5,5,1.0,0.19230769230769232,5
DETOUR-within-SUT-static,SUT-C,12,10,10,8,0.8,0.3076923076923077,9
DETOUR-within-SUT-static,SUT-C,12,20,20,16,0.8,0.6153846153846154,17
Random-within-SUT,SUT-C,12,5,5,1,0.2,0.038461538461538464,1
Random-within-SUT,SUT-C,12,10,10,3,0.3,0.11538461538461539,4
Random-within-SUT,SUT-C,12,20,20,6,0.3,0.23076923076923078,7
Nearest-Failure-global-within-SUT,SUT-C,12,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,12,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,12,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,13,5,5,5,1.0,0.10869565217391304,5
DETOUR-static,SUT-C,13,10,10,9,0.9,0.1956521739130435,9
DETOUR-static,SUT-C,13,20,20,18,0.9,0.391304347826087,18
Random,SUT-C,13,5,5,1,0.2,0.021739130434782608,1
Random,SUT-C,13,10,10,1,0.1,0.021739130434782608,2
Random,SUT-C,13,20,20,3,0.15,0.06521739130434782,5
Nearest-Failure-global,SUT-C,13,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,13,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,13,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,13,5,5,3,0.6,0.11538461538461539,4
DETOUR-within-SUT-static,SUT-C,13,10,10,4,0.4,0.15384615384615385,5
DETOUR-within-SUT-static,SUT-C,13,20,20,12,0.6,0.46153846153846156,13
Random-within-SUT,SUT-C,13,5,5,1,0.2,0.038461538461538464,2
Random-within-SUT,SUT-C,13,10,10,4,0.4,0.15384615384615385,5
Random-within-SUT,SUT-C,13,20,20,8,0.4,0.3076923076923077,9
Nearest-Failure-global-within-SUT,SUT-C,13,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,13,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,13,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,14,5,5,5,1.0,0.10869565217391304,5
DETOUR-static,SUT-C,14,10,10,9,0.9,0.1956521739130435,9
DETOUR-static,SUT-C,14,20,20,16,0.8,0.34782608695652173,17
Random,SUT-C,14,5,5,0,0.0,0.0,0
Random,SUT-C,14,10,10,0,0.0,0.0,0
Random,SUT-C,14,20,20,1,0.05,0.021739130434782608,1
Nearest-Failure-global,SUT-C,14,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,14,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,14,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,14,5,5,4,0.8,0.15384615384615385,4
DETOUR-within-SUT-static,SUT-C,14,10,10,9,0.9,0.34615384615384615,9
DETOUR-within-SUT-static,SUT-C,14,20,20,16,0.8,0.6153846153846154,18
Random-within-SUT,SUT-C,14,5,5,2,0.4,0.07692307692307693,4
Random-within-SUT,SUT-C,14,10,10,3,0.3,0.11538461538461539,6
Random-within-SUT,SUT-C,14,20,20,5,0.25,0.19230769230769232,8
Nearest-Failure-global-within-SUT,SUT-C,14,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,14,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,14,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,15,5,5,4,0.8,0.08695652173913043,4
DETOUR-static,SUT-C,15,10,10,8,0.8,0.17391304347826086,9
DETOUR-static,SUT-C,15,20,20,16,0.8,0.34782608695652173,18
Random,SUT-C,15,5,5,2,0.4,0.043478260869565216,2
Random,SUT-C,15,10,10,3,0.3,0.06521739130434782,4
Random,SUT-C,15,20,20,5,0.25,0.10869565217391304,6
Nearest-Failure-global,SUT-C,15,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,15,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,15,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,15,5,5,5,1.0,0.19230769230769232,5
DETOUR-within-SUT-static,SUT-C,15,10,10,8,0.8,0.3076923076923077,10
DETOUR-within-SUT-static,SUT-C,15,20,20,12,0.6,0.46153846153846156,14
Random-within-SUT,SUT-C,15,5,5,1,0.2,0.038461538461538464,1
Random-within-SUT,SUT-C,15,10,10,3,0.3,0.11538461538461539,4
Random-within-SUT,SUT-C,15,20,20,6,0.3,0.23076923076923078,8
Nearest-Failure-global-within-SUT,SUT-C,15,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,15,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,15,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,16,5,5,2,0.4,0.043478260869565216,2
DETOUR-static,SUT-C,16,10,10,7,0.7,0.15217391304347827,7
DETOUR-static,SUT-C,16,20,20,14,0.7,0.30434782608695654,16
Random,SUT-C,16,5,5,1,0.2,0.021739130434782608,1
Random,SUT-C,16,10,10,2,0.2,0.043478260869565216,2
Random,SUT-C,16,20,20,7,0.35,0.15217391304347827,8
Nearest-Failure-global,SUT-C,16,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,16,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,16,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,16,5,5,3,0.6,0.11538461538461539,4
DETOUR-within-SUT-static,SUT-C,16,10,10,8,0.8,0.3076923076923077,9
DETOUR-within-SUT-static,SUT-C,16,20,20,17,0.85,0.6538461538461539,18
Random-within-SUT,SUT-C,16,5,5,1,0.2,0.038461538461538464,1
Random-within-SUT,SUT-C,16,10,10,3,0.3,0.11538461538461539,4
Random-within-SUT,SUT-C,16,20,20,5,0.25,0.19230769230769232,7
Nearest-Failure-global-within-SUT,SUT-C,16,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,16,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,16,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,17,5,5,4,0.8,0.08695652173913043,4
DETOUR-static,SUT-C,17,10,10,8,0.8,0.17391304347826086,8
DETOUR-static,SUT-C,17,20,20,15,0.75,0.32608695652173914,16
Random,SUT-C,17,5,5,1,0.2,0.021739130434782608,1
Random,SUT-C,17,10,10,3,0.3,0.06521739130434782,3
Random,SUT-C,17,20,20,6,0.3,0.13043478260869565,6
Nearest-Failure-global,SUT-C,17,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,17,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,17,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,17,5,5,3,0.6,0.11538461538461539,4
DETOUR-within-SUT-static,SUT-C,17,10,10,6,0.6,0.23076923076923078,8
DETOUR-within-SUT-static,SUT-C,17,20,20,10,0.5,0.38461538461538464,12
Random-within-SUT,SUT-C,17,5,5,1,0.2,0.038461538461538464,2
Random-within-SUT,SUT-C,17,10,10,2,0.2,0.07692307692307693,3
Random-within-SUT,SUT-C,17,20,20,3,0.15,0.11538461538461539,4
Nearest-Failure-global-within-SUT,SUT-C,17,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,17,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,17,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,18,5,5,5,1.0,0.10869565217391304,5
DETOUR-static,SUT-C,18,10,10,8,0.8,0.17391304347826086,8
DETOUR-static,SUT-C,18,20,20,15,0.75,0.32608695652173914,17
Random,SUT-C,18,5,5,2,0.4,0.043478260869565216,4
Random,SUT-C,18,10,10,4,0.4,0.08695652173913043,6
Random,SUT-C,18,20,20,5,0.25,0.10869565217391304,9
Nearest-Failure-global,SUT-C,18,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,18,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,18,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,18,5,5,3,0.6,0.11538461538461539,4
DETOUR-within-SUT-static,SUT-C,18,10,10,7,0.7,0.2692307692307692,8
DETOUR-within-SUT-static,SUT-C,18,20,20,13,0.65,0.5,14
Random-within-SUT,SUT-C,18,5,5,0,0.0,0.0,1
Random-within-SUT,SUT-C,18,10,10,2,0.2,0.07692307692307693,3
Random-within-SUT,SUT-C,18,20,20,4,0.2,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,18,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,18,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,18,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-C,19,5,5,5,1.0,0.10869565217391304,5
DETOUR-static,SUT-C,19,10,10,8,0.8,0.17391304347826086,8
DETOUR-static,SUT-C,19,20,20,14,0.7,0.30434782608695654,16
Random,SUT-C,19,5,5,0,0.0,0.0,0
Random,SUT-C,19,10,10,3,0.3,0.06521739130434782,3
Random,SUT-C,19,20,20,4,0.2,0.08695652173913043,5
Nearest-Failure-global,SUT-C,19,5,5,3,0.6,0.06521739130434782,3
Nearest-Failure-global,SUT-C,19,10,10,6,0.6,0.13043478260869565,7
Nearest-Failure-global,SUT-C,19,20,20,13,0.65,0.2826086956521739,15
DETOUR-within-SUT-static,SUT-C,19,5,5,5,1.0,0.19230769230769232,5
DETOUR-within-SUT-static,SUT-C,19,10,10,8,0.8,0.3076923076923077,9
DETOUR-within-SUT-static,SUT-C,19,20,20,15,0.75,0.5769230769230769,18
Random-within-SUT,SUT-C,19,5,5,2,0.4,0.07692307692307693,2
Random-within-SUT,SUT-C,19,10,10,4,0.4,0.15384615384615385,4
Random-within-SUT,SUT-C,19,20,20,6,0.3,0.23076923076923078,6
Nearest-Failure-global-within-SUT,SUT-C,19,5,5,4,0.8,0.15384615384615385,5
Nearest-Failure-global-within-SUT,SUT-C,19,10,10,9,0.9,0.34615384615384615,10
Nearest-Failure-global-within-SUT,SUT-C,19,20,20,17,0.85,0.6538461538461539,18
DETOUR-static,SUT-D,0,5,5,3,0.6,0.06382978723404255,5
DETOUR-static,SUT-D,0,10,10,8,0.8,0.1702127659574468,10
DETOUR-static,SUT-D,0,20,20,17,0.85,0.3617021276595745,20
Random,SUT-D,0,5,5,2,0.4,0.0425531914893617,4
Random,SUT-D,0,10,10,3,0.3,0.06382978723404255,5
Random,SUT-D,0,20,20,4,0.2,0.0851063829787234,8
Nearest-Failure-global,SUT-D,0,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,0,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,0,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,0,5,5,5,1.0,0.2,5
DETOUR-within-SUT-static,SUT-D,0,10,10,8,0.8,0.32,10
DETOUR-within-SUT-static,SUT-D,0,20,20,15,0.75,0.6,17
Random-within-SUT,SUT-D,0,5,5,1,0.2,0.04,2
Random-within-SUT,SUT-D,0,10,10,1,0.1,0.04,2
Random-within-SUT,SUT-D,0,20,20,1,0.05,0.04,3
Nearest-Failure-global-within-SUT,SUT-D,0,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,0,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,0,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,1,5,5,3,0.6,0.06382978723404255,5
DETOUR-static,SUT-D,1,10,10,7,0.7,0.14893617021276595,10
