method,target_sut,seed,checkpoint,selected_count,failure_count,failure_ratio,recall,critical_count
Random,SUT-E,2,20,20,0,0.0,0.0,1
Nearest-Failure-global,SUT-E,2,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,2,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,2,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,2,5,5,1,0.2,0.2,5
DETOUR-within-SUT-static,SUT-E,2,10,10,1,0.1,0.2,6
DETOUR-within-SUT-static,SUT-E,2,20,20,2,0.1,0.4,8
Random-within-SUT,SUT-E,2,5,5,0,0.0,0.0,1
Random-within-SUT,SUT-E,2,10,10,0,0.0,0.0,2
Random-within-SUT,SUT-E,2,20,20,0,0.0,0.0,4
Nearest-Failure-global-within-SUT,SUT-E,2,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,2,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,2,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,3,5,5,3,0.6,0.2,3
DETOUR-static,SUT-E,3,10,10,3,0.3,0.2,7
DETOUR-static,SUT-E,3,20,20,4,0.2,0.26666666666666666,13
Random,SUT-E,3,5,5,0,0.0,0.0,2
Random,SUT-E,3,10,10,0,0.0,0.0,2
Random,SUT-E,3,20,20,1,0.05,0.06666666666666667,5
Nearest-Failure-global,SUT-E,3,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,3,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,3,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,3,5,5,1,0.2,0.2,4
DETOUR-within-SUT-static,SUT-E,3,10,10,2,0.2,0.4,7
DETOUR-within-SUT-static,SUT-E,3,20,20,2,0.1,0.4,8
Random-within-SUT,SUT-E,3,5,5,0,0.0,0.0,0
Random-within-SUT,SUT-E,3,10,10,0,0.0,0.0,2
Random-within-SUT,SUT-E,3,20,20,2,0.1,0.4,4
Nearest-Failure-global-within-SUT,SUT-E,3,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,3,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,3,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,4,5,5,1,0.2,0.06666666666666667,3
DETOUR-static,SUT-E,4,10,10,5,0.5,0.3333333333333333,8
DETOUR-static,SUT-E,4,20,20,7,0.35,0.4666666666666667,14
Random,SUT-E,4,5,5,1,0.2,0.06666666666666667,1
Random,SUT-E,4,10,10,1,0.1,0.06666666666666667,1
Random,SUT-E,4,20,20,4,0.2,0.26666666666666666,5
Nearest-Failure-global,SUT-E,4,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,4,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,4,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,4,5,5,1,0.2,0.2,4
DETOUR-within-SUT-static,SUT-E,4,10,10,3,0.3,0.6,7
DETOUR-within-SUT-static,SUT-E,4,20,20,4,0.2,0.8,10
Random-within-SUT,SUT-E,4,5,5,1,0.2,0.2,2
Random-within-SUT,SUT-E,4,10,10,1,0.1,0.2,3
Random-within-SUT,SUT-E,4,20,20,2,0.1,0.4,6
Nearest-Failure-global-within-SUT,SUT-E,4,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,4,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,4,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,5,5,5,2,0.4,0.13333333333333333,4
DETOUR-static,SUT-E,5,10,10,3,0.3,0.2,9
DETOUR-static,SUT-E,5,20,20,9,0.45,0.6,16
Random,SUT-E,5,5,5,1,0.2,0.06666666666666667,1
Random,SUT-E,5,10,10,2,0.2,0.13333333333333333,3
Random,SUT-E,5,20,20,2,0.1,0.13333333333333333,4
Nearest-Failure-global,SUT-E,5,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,5,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,5,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,5,5,5,1,0.2,0.2,4
DETOUR-within-SUT-static,SUT-E,5,10,10,2,0.2,0.4,7
DETOUR-within-SUT-static,SUT-E,5,20,20,3,0.15,0.6,10
Random-within-SUT,SUT-E,5,5,5,1,0.2,0.2,1
Random-within-SUT,SUT-E,5,10,10,1,0.1,0.2,2
Random-within-SUT,SUT-E,5,20,20,1,0.05,0.2,3
Nearest-Failure-global-within-SUT,SUT-E,5,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,5,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,5,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,6,5,5,1,0.2,0.06666666666666667,1
DETOUR-static,SUT-E,6,10,10,2,0.2,0.13333333333333333,4
DETOUR-static,SUT-E,6,20,20,4,0.2,0.26666666666666666,8
Random,SUT-E,6,5,5,1,0.2,0.06666666666666667,1
Random,SUT-E,6,10,10,2,0.2,0.13333333333333333,3
Random,SUT-E,6,20,20,2,0.1,0.13333333333333333,5
Nearest-Failure-global,SUT-E,6,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,6,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,6,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,6,5,5,1,0.2,0.2,3
DETOUR-within-SUT-static,SUT-E,6,10,10,1,0.1,0.2,7
DETOUR-within-SUT-static,SUT-E,6,20,20,2,0.1,0.4,8
Random-within-SUT,SUT-E,6,5,5,0,0.0,0.0,0
Random-within-SUT,SUT-E,6,10,10,0,0.0,0.0,0
Random-within-SUT,SUT-E,6,20,20,1,0.05,0.2,4
Nearest-Failure-global-within-SUT,SUT-E,6,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,6,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,6,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,7,5,5,2,0.4,0.13333333333333333,4
DETOUR-static,SUT-E,7,10,10,3,0.3,0.2,8
DETOUR-static,SUT-E,7,20,20,7,0.35,0.4666666666666667,16
Random,SUT-E,7,5,5,0,0.0,0.0,0
Random,SUT-E,7,10,10,0,0.0,0.0,1
Random,SUT-E,7,20,20,1,0.05,0.06666666666666667,2
Nearest-Failure-global,SUT-E,7,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,7,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,7,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,7,5,5,1,0.2,0.2,4
DETOUR-within-SUT-static,SUT-E,7,10,10,3,0.3,0.6,7
DETOUR-within-SUT-static,SUT-E,7,20,20,4,0.2,0.8,9
Random-within-SUT,SUT-E,7,5,5,1,0.2,0.2,1
Random-within-SUT,SUT-E,7,10,10,1,0.1,0.2,3
Random-within-SUT,SUT-E,7,20,20,2,0.1,0.4,5
Nearest-Failure-global-within-SUT,SUT-E,7,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,7,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,7,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,8,5,5,0,0.0,0.0,3
DETOUR-static,SUT-E,8,10,10,2,0.2,0.13333333333333333,5
DETOUR-static,SUT-E,8,20,20,7,0.35,0.4666666666666667,12
Random,SUT-E,8,5,5,0,0.0,0.0,2
Random,SUT-E,8,10,10,0,0.0,0.0,2
Random,SUT-E,8,20,20,1,0.05,0.06666666666666667,5
Nearest-Failure-global,SUT-E,8,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,8,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,8,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,8,5,5,1,0.2,0.2,4
DETOUR-within-SUT-static,SUT-E,8,10,10,3,0.3,0.6,8
DETOUR-within-SUT-static,SUT-E,8,20,20,4,0.2,0.8,10
Random-within-SUT,SUT-E,8,5,5,0,0.0,0.0,1
Random-within-SUT,SUT-E,8,10,10,0,0.0,0.0,1
Random-within-SUT,SUT-E,8,20,20,0,0.0,0.0,3
Nearest-Failure-global-within-SUT,SUT-E,8,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,8,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,8,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,9,5,5,1,0.2,0.06666666666666667,2
DETOUR-static,SUT-E,9,10,10,2,0.2,0.13333333333333333,5
DETOUR-static,SUT-E,9,20,20,8,0.4,0.5333333333333333,15
Random,SUT-E,9,5,5,0,0.0,0.0,1
Random,SUT-E,9,10,10,0,0.0,0.0,1
Random,SUT-E,9,20,20,1,0.05,0.06666666666666667,3
Nearest-Failure-global,SUT-E,9,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,9,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,9,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,9,5,5,3,0.6,0.6,5
DETOUR-within-SUT-static,SUT-E,9,10,10,4,0.4,0.8,10
DETOUR-within-SUT-static,SUT-E,9,20,20,4,0.2,0.8,10
Random-within-SUT,SUT-E,9,5,5,0,0.0,0.0,1
Random-within-SUT,SUT-E,9,10,10,0,0.0,0.0,1
Random-within-SUT,SUT-E,9,20,20,1,0.05,0.2,4
Nearest-Failure-global-within-SUT,SUT-E,9,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,9,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,9,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,10,5,5,3,0.6,0.2,4
DETOUR-static,SUT-E,10,10,10,6,0.6,0.4,7
DETOUR-static,SUT-E,10,20,20,10,0.5,0.6666666666666666,15
Random,SUT-E,10,5,5,1,0.2,0.06666666666666667,3
Random,SUT-E,10,10,10,1,0.1,0.06666666666666667,4
Random,SUT-E,10,20,20,1,0.05,0.06666666666666667,5
Nearest-Failure-global,SUT-E,10,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,10,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,10,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,10,5,5,1,0.2,0.2,4
DETOUR-within-SUT-static,SUT-E,10,10,10,2,0.2,0.4,5
DETOUR-within-SUT-static,SUT-E,10,20,20,4,0.2,0.8,9
Random-within-SUT,SUT-E,10,5,5,0,0.0,0.0,1
Random-within-SUT,SUT-E,10,10,10,1,0.1,0.2,2
Random-within-SUT,SUT-E,10,20,20,2,0.1,0.4,5
Nearest-Failure-global-within-SUT,SUT-E,10,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,10,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,10,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,11,5,5,1,0.2,0.06666666666666667,4
DETOUR-static,SUT-E,11,10,10,1,0.1,0.06666666666666667,7
DETOUR-static,SUT-E,11,20,20,3,0.15,0.2,12
Random,SUT-E,11,5,5,2,0.4,0.13333333333333333,3
Random,SUT-E,11,10,10,2,0.2,0.13333333333333333,5
Random,SUT-E,11,20,20,2,0.1,0.13333333333333333,5
Nearest-Failure-global,SUT-E,11,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,11,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,11,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,11,5,5,2,0.4,0.4,5
DETOUR-within-SUT-static,SUT-E,11,10,10,4,0.4,0.8,8
DETOUR-within-SUT-static,SUT-E,11,20,20,4,0.2,0.8,12
Random-within-SUT,SUT-E,11,5,5,0,0.0,0.0,1
Random-within-SUT,SUT-E,11,10,10,1,0.1,0.2,2
Random-within-SUT,SUT-E,11,20,20,2,0.1,0.4,3
Nearest-Failure-global-within-SUT,SUT-E,11,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,11,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,11,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,12,5,5,1,0.2,0.06666666666666667,3
DETOUR-static,SUT-E,12,10,10,4,0.4,0.26666666666666666,8
DETOUR-static,SUT-E,12,20,20,7,0.35,0.4666666666666667,13
Random,SUT-E,12,5,5,0,0.0,0.0,0
Random,SUT-E,12,10,10,1,0.1,0.06666666666666667,1
Random,SUT-E,12,20,20,1,0.05,0.06666666666666667,1
Nearest-Failure-global,SUT-E,12,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,12,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,12,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,12,5,5,1,0.2,0.2,3
DETOUR-within-SUT-static,SUT-E,12,10,10,1,0.1,0.2,5
DETOUR-within-SUT-static,SUT-E,12,20,20,2,0.1,0.4,8
Random-within-SUT,SUT-E,12,5,5,0,0.0,0.0,1
Random-within-SUT,SUT-E,12,10,10,1,0.1,0.2,3
Random-within-SUT,SUT-E,12,20,20,1,0.05,0.2,3
Nearest-Failure-global-within-SUT,SUT-E,12,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,12,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,12,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,13,5,5,0,0.0,0.0,3
DETOUR-static,SUT-E,13,10,10,2,0.2,0.13333333333333333,6
DETOUR-static,SUT-E,13,20,20,5,0.25,0.3333333333333333,12
Random,SUT-E,13,5,5,0,0.0,0.0,1
Random,SUT-E,13,10,10,0,0.0,0.0,2
Random,SUT-E,13,20,20,1,0.05,0.06666666666666667,4
Nearest-Failure-global,SUT-E,13,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,13,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,13,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,13,5,5,1,0.2,0.2,4
DETOUR-within-SUT-static,SUT-E,13,10,10,1,0.1,0.2,7
DETOUR-within-SUT-static,SUT-E,13,20,20,2,0.1,0.4,9
Random-within-SUT,SUT-E,13,5,5,1,0.2,0.2,2
Random-within-SUT,SUT-E,13,10,10,1,0.1,0.2,3
Random-within-SUT,SUT-E,13,20,20,1,0.05,0.2,3
Nearest-Failure-global-within-SUT,SUT-E,13,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,13,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,13,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,14,5,5,2,0.4,0.13333333333333333,3
DETOUR-static,SUT-E,14,10,10,5,0.5,0.3333333333333333,7
DETOUR-static,SUT-E,14,20,20,7,0.35,0.4666666666666667,13
Random,SUT-E,14,5,5,0,0.0,0.0,0
Random,SUT-E,14,10,10,0,0.0,0.0,0
Random,SUT-E,14,20,20,0,0.0,0.0,1
Nearest-Failure-global,SUT-E,14,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,14,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,14,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,14,5,5,1,0.2,0.2,4
DETOUR-within-SUT-static,SUT-E,14,10,10,1,0.1,0.2,7
DETOUR-within-SUT-static,SUT-E,14,20,20,4,0.2,0.8,11
Random-within-SUT,SUT-E,14,5,5,0,0.0,0.0,3
Random-within-SUT,SUT-E,14,10,10,0,0.0,0.0,4
Random-within-SUT,SUT-E,14,20,20,1,0.05,0.2,6
Nearest-Failure-global-within-SUT,SUT-E,14,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,14,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,14,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,15,5,5,2,0.4,0.13333333333333333,3
DETOUR-static,SUT-E,15,10,10,2,0.2,0.13333333333333333,5
DETOUR-static,SUT-E,15,20,20,3,0.15,0.2,11
Random,SUT-E,15,5,5,1,0.2,0.06666666666666667,1
Random,SUT-E,15,10,10,2,0.2,0.13333333333333333,2
Random,SUT-E,15,20,20,3,0.15,0.2,4
Nearest-Failure-global,SUT-E,15,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,15,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,15,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,15,5,5,2,0.4,0.4,5
DETOUR-within-SUT-static,SUT-E,15,10,10,3,0.3,0.6,6
DETOUR-within-SUT-static,SUT-E,15,20,20,4,0.2,0.8,10
Random-within-SUT,SUT-E,15,5,5,0,0.0,0.0,1
Random-within-SUT,SUT-E,15,10,10,0,0.0,0.0,3
Random-within-SUT,SUT-E,15,20,20,1,0.05,0.2,5
Nearest-Failure-global-within-SUT,SUT-E,15,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,15,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,15,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,16,5,5,1,0.2,0.06666666666666667,2
DETOUR-static,SUT-E,16,10,10,4,0.4,0.26666666666666666,7
DETOUR-static,SUT-E,16,20,20,9,0.45,0.6,15
Random,SUT-E,16,5,5,1,0.2,0.06666666666666667,1
Random,SUT-E,16,10,10,2,0.2,0.13333333333333333,2
Random,SUT-E,16,20,20,4,0.2,0.26666666666666666,6
Nearest-Failure-global,SUT-E,16,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,16,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,16,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,16,5,5,2,0.4,0.4,4
DETOUR-within-SUT-static,SUT-E,16,10,10,3,0.3,0.6,7
DETOUR-within-SUT-static,SUT-E,16,20,20,4,0.2,0.8,8
Random-within-SUT,SUT-E,16,5,5,0,0.0,0.0,1
Random-within-SUT,SUT-E,16,10,10,0,0.0,0.0,2
Random-within-SUT,SUT-E,16,20,20,1,0.05,0.2,4
Nearest-Failure-global-within-SUT,SUT-E,16,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,16,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,16,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,17,5,5,1,0.2,0.06666666666666667,4
DETOUR-static,SUT-E,17,10,10,3,0.3,0.2,8
DETOUR-static,SUT-E,17,20,20,6,0.3,0.4,14
Random,SUT-E,17,5,5,0,0.0,0.0,1
Random,SUT-E,17,10,10,0,0.0,0.0,3
Random,SUT-E,17,20,20,0,0.0,0.0,6
Nearest-Failure-global,SUT-E,17,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,17,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,17,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,17,5,5,1,0.2,0.2,4
DETOUR-within-SUT-static,SUT-E,17,10,10,3,0.3,0.6,7
DETOUR-within-SUT-static,SUT-E,17,20,20,4,0.2,0.8,10
Random-within-SUT,SUT-E,17,5,5,0,0.0,0.0,1
Random-within-SUT,SUT-E,17,10,10,1,0.1,0.2,2
Random-within-SUT,SUT-E,17,20,20,1,0.05,0.2,2
Nearest-Failure-global-within-SUT,SUT-E,17,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,17,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,17,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,18,5,5,1,0.2,0.06666666666666667,3
DETOUR-static,SUT-E,18,10,10,1,0.1,0.06666666666666667,5
DETOUR-static,SUT-E,18,20,20,4,0.2,0.26666666666666666,11
Random,SUT-E,18,5,5,0,0.0,0.0,1
Random,SUT-E,18,10,10,1,0.1,0.06666666666666667,3
Random,SUT-E,18,20,20,1,0.05,0.06666666666666667,4
Nearest-Failure-global,SUT-E,18,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,18,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,18,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,18,5,5,1,0.2,0.2,3
DETOUR-within-SUT-static,SUT-E,18,10,10,2,0.2,0.4,7
DETOUR-within-SUT-static,SUT-E,18,20,20,3,0.15,0.6,9
Random-within-SUT,SUT-E,18,5,5,0,0.0,0.0,0
Random-within-SUT,SUT-E,18,10,10,0,0.0,0.0,1
Random-within-SUT,SUT-E,18,20,20,1,0.05,0.2,2
Nearest-Failure-global-within-SUT,SUT-E,18,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,18,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,18,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,19,5,5,3,0.6,0.2,4
DETOUR-static,SUT-E,19,10,10,3,0.3,0.2,7
DETOUR-static,SUT-E,19,20,20,4,0.2,0.26666666666666666,12
Random,SUT-E,19,5,5,0,0.0,0.0,0
Random,SUT-E,19,10,10,1,0.1,0.06666666666666667,2
Random,SUT-E,19,20,20,2,0.1,0.13333333333333333,3
Nearest-Failure-global,SUT-E,19,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,19,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,19,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,19,5,5,1,0.2,0.2,3
DETOUR-within-SUT-static,SUT-E,19,10,10,1,0.1,0.2,6
DETOUR-within-SUT-static,SUT-E,19,20,20,2,0.1,0.4,9
Random-within-SUT,SUT-E,19,5,5,0,0.0,0.0,1
Random-within-SUT,SUT-E,19,10,10,0,0.0,0.0,2
Random-within-SUT,SUT-E,19,20,20,1,0.05,0.2,4
Nearest-Failure-global-within-SUT,SUT-E,19,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,19,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,19,20,20,4,0.2,0.8,12
DETOUR-static,SUT-F,0,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,0,10,10,9,0.9,0.13432835820895522,10
DETOUR-static,SUT-F,0,20,20,19,0.95,0.2835820895522388,20
Random,SUT-F,0,5,5,4,0.8,0.05970149253731343,5
Random,SUT-F,0,10,10,5,0.5,0.07462686567164178,7
Random,SUT-F,0,20,20,8,0.4,0.11940298507462686,14
Nearest-Failure-global,SUT-F,0,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,0,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,0,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,0,5,5,5,1.0,0.14705882352941177,5
DETOUR-within-SUT-static,SUT-F,0,10,10,8,0.8,0.23529411764705882,10
DETOUR-within-SUT-static,SUT-F,0,20,20,15,0.75,0.4411764705882353,19
Random-within-SUT,SUT-F,0,5,5,1,0.2,0.029411764705882353,2
Random-within-SUT,SUT-F,0,10,10,1,0.1,0.029411764705882353,3
Random-within-SUT,SUT-F,0,20,20,2,0.1,0.058823529411764705,7
Nearest-Failure-global-within-SUT,SUT-F,0,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,0,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,0,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,1,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,1,10,10,10,1.0,0.14925373134328357,10
DETOUR-static,SUT-F,1,20,20,20,1.0,0.29850746268656714,20
Random,SUT-F,1,5,5,4,0.8,0.05970149253731343,5
Random,SUT-F,1,10,10,6,0.6,0.08955223880597014,9
Random,SUT-F,1,20,20,10,0.5,0.14925373134328357,13
Nearest-Failure-global,SUT-F,1,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,1,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,1,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,1,5,5,5,1.0,0.14705882352941177,5
DETOUR-within-SUT-static,SUT-F,1,10,10,8,0.8,0.23529411764705882,10
DETOUR-within-SUT-static,SUT-F,1,20,20,15,0.75,0.4411764705882353,20
Random-within-SUT,SUT-F,1,5,5,1,0.2,0.029411764705882353,1
Random-within-SUT,SUT-F,1,10,10,1,0.1,0.029411764705882353,3
Random-within-SUT,SUT-F,1,20,20,6,0.3,0.17647058823529413,9
Nearest-Failure-global-within-SUT,SUT-F,1,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,1,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,1,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,2,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,2,10,10,10,1.0,0.14925373134328357,10
DETOUR-static,SUT-F,2,20,20,19,0.95,0.2835820895522388,20
Random,SUT-F,2,5,5,1,0.2,0.014925373134328358,1
Random,SUT-F,2,10,10,2,0.2,0.029850746268656716,4
Random,SUT-F,2,20,20,4,0.2,0.05970149253731343,8
Nearest-Failure-global,SUT-F,2,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,2,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,2,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,2,5,5,4,0.8,0.11764705882352941,5
DETOUR-within-SUT-static,SUT-F,2,10,10,8,0.8,0.23529411764705882,10
DETOUR-within-SUT-static,SUT-F,2,20,20,14,0.7,0.4117647058823529,20
Random-within-SUT,SUT-F,2,5,5,1,0.2,0.029411764705882353,3
Random-within-SUT,SUT-F,2,10,10,4,0.4,0.11764705882352941,7
Random-within-SUT,SUT-F,2,20,20,7,0.35,0.20588235294117646,13
Nearest-Failure-global-within-SUT,SUT-F,2,5,5,5,1.0,0.14705882352941177,5
Nearest-Failure-global-within-SUT,SUT-F,2,10,10,8,0.8,0.23529411764705882,10
Nearest-Failure-global-within-SUT,SUT-F,2,20,20,16,0.8,0.47058823529411764,20
DETOUR-static,SUT-F,3,5,5,5,1.0,0.07462686567164178,5
DETOUR-static,SUT-F,3,10,10,9,0.9,0.13432835820895522,10
DETOUR-static,SUT-F,3,20,20,19,0.95,0.2835820895522388,20
Random,SUT-F,3,5,5,2,0.4,0.029850746268656716,2
Random,SUT-F,3,10,10,3,0.3,0.04477611940298507,5
Random,SUT-F,3,20,20,6,0.3,0.08955223880597014,9
Nearest-Failure-global,SUT-F,3,5,5,4,0.8,0.05970149253731343,5
Nearest-Failure-global,SUT-F,3,10,10,9,0.9,0.13432835820895522,10
Nearest-Failure-global,SUT-F,3,20,20,19,0.95,0.2835820895522388,20
DETOUR-within-SUT-static,SUT-F,3,5,5,2,0.4,0.058823529411764705,5
DETOUR-within-SUT-static,SUT-F,3,10,10,7,0.7,0.20588235294117646,10
