method,budget,scope,value,units,mean_CollisionCount,mean_CriticalCount,mean_SeveritySum,mean_CVS,mean_F,mean_NewHistoricalFailureCount,mean_selection_seconds
FPS-Risk,30,heterogeneity,partial,18,29.88888888888889,30.0,29.944444444444443,9.027777777777779,0.15409465603662725,0.0,0.03531123333313088
FPS-Risk,50,heterogeneity,partial,18,47.333333333333336,49.22222222222222,48.27777777777778,10.972222222222221,0.18627834851057978,0.0,0.03531123333313088
FPS-Severity,10,heterogeneity,partial,18,9.944444444444445,10.0,9.972222222222221,4.972222222222222,0.06382044233654754,0.0,0.03381467222546538
FPS-Severity,20,heterogeneity,partial,18,19.944444444444443,20.0,19.97222222222222,5.638888888888889,0.10660425482867338,0.0,0.03381467222546538
FPS-Severity,30,heterogeneity,partial,18,29.833333333333332,30.0,29.916666666666668,8.083333333333334,0.13662172878546627,0.0,0.03381467222546538
FPS-Severity,50,heterogeneity,partial,18,48.05555555555556,49.166666666666664,48.611111111111114,11.25,0.18628469072529255,0.0,0.03381467222546538
FPS-Balanced,10,heterogeneity,partial,18,9.722222222222221,9.944444444444445,9.833333333333334,5.555555555555555,0.07595375565626344,0.0,0.03912203887981983
FPS-Balanced,20,heterogeneity,partial,18,19.38888888888889,19.833333333333332,19.61111111111111,6.916666666666667,0.10996395619925693,0.0,0.03912203887981983
FPS-Balanced,30,heterogeneity,partial,18,27.88888888888889,29.666666666666668,28.77777777777778,7.25,0.13429669604404973,0.0,0.03912203887981983
FPS-Balanced,50,heterogeneity,partial,18,42.55555555555556,48.0,45.27777777777778,9.86111111111111,0.18695993139841174,0.0,0.03912203887981983
FPS-Marginal,10,heterogeneity,partial,18,8.333333333333334,9.333333333333334,8.833333333333334,7.944444444444445,0.1218698252320959,0.0,0.28257748333271593
FPS-Marginal,20,heterogeneity,partial,18,16.38888888888889,18.0,17.194444444444443,11.11111111111111,0.16454985257888521,0.0,0.28257748333271593
FPS-Marginal,30,heterogeneity,partial,18,24.555555555555557,27.444444444444443,26.0,12.305555555555555,0.19302860695900176,0.0,0.28257748333271593
FPS-Marginal,50,heterogeneity,partial,18,40.72222222222222,46.333333333333336,43.52777777777778,14.166666666666666,0.2298212145421685,0.0,0.28257748333271593
MeanResidual-Risk,10,heterogeneity,partial,18,9.833333333333334,10.0,9.916666666666666,4.916666666666667,0.06435234283107354,0.0,0.07777908887752953
MeanResidual-Risk,20,heterogeneity,partial,18,18.666666666666668,19.833333333333332,19.25,6.333333333333333,0.10031682037308107,0.0,0.07777908887752953
MeanResidual-Risk,30,heterogeneity,partial,18,27.333333333333332,29.77777777777778,28.555555555555557,7.111111111111111,0.1250223048666597,0.0,0.07777908887752953
MeanResidual-Risk,50,heterogeneity,partial,18,43.388888888888886,49.5,46.44444444444444,8.166666666666666,0.16564030397604781,0.0,0.07777908887752953
MeanResidual-Marginal,10,heterogeneity,partial,18,8.5,9.38888888888889,8.944444444444445,7.694444444444445,0.12413404212400568,0.0,0.32858868333924973
MeanResidual-Marginal,20,heterogeneity,partial,18,16.166666666666668,18.555555555555557,17.36111111111111,10.222222222222221,0.16498535899651273,0.0,0.32858868333924973
MeanResidual-Marginal,30,heterogeneity,partial,18,23.72222222222222,27.666666666666668,25.694444444444443,11.25,0.19220070268541078,0.0,0.32858868333924973
MeanResidual-Marginal,50,heterogeneity,partial,18,36.44444444444444,43.111111111111114,39.77777777777778,12.61111111111111,0.22232329506197246,0.0,0.32858868333924973
CoRe-Risk,10,heterogeneity,partial,18,9.944444444444445,10.0,9.972222222222221,4.972222222222222,0.06508076984539236,0.0,0.0836383444451106
CoRe-Risk,20,heterogeneity,partial,18,19.72222222222222,20.0,19.86111111111111,6.694444444444445,0.10171939767393551,0.0,0.0836383444451106
CoRe-Risk,30,heterogeneity,partial,18,29.27777777777778,29.944444444444443,29.61111111111111,7.416666666666667,0.13176238449994418,0.0,0.0836383444451106
CoRe-Risk,50,heterogeneity,partial,18,45.611111111111114,49.55555555555556,47.583333333333336,10.277777777777779,0.1773490526255324,0.0,0.0836383444451106
CoRe-Marginal,10,heterogeneity,partial,18,8.11111111111111,9.055555555555555,8.583333333333334,7.472222222222222,0.12211963042003385,0.0,0.3351946333326244
CoRe-Marginal,20,heterogeneity,partial,18,15.88888888888889,17.77777777777778,16.833333333333332,10.86111111111111,0.16454570034801685,0.0,0.3351946333326244
CoRe-Marginal,30,heterogeneity,partial,18,24.61111111111111,27.5,26.055555555555557,12.444444444444445,0.19406210495982099,0.0,0.3351946333326244
CoRe-Marginal,50,heterogeneity,partial,18,41.05555555555556,46.111111111111114,43.583333333333336,14.36111111111111,0.23064247056794088,0.0,0.3351946333326244
TargetOnlyGP-Marginal,10,heterogeneity,partial,18,1.4444444444444444,1.8333333333333333,1.6388888888888888,1.2222222222222223,0.05407254480206089,0.0,0.33537599999625756
TargetOnlyGP-Marginal,20,heterogeneity,partial,18,3.0555555555555554,3.9444444444444446,3.5,2.2777777777777777,0.07085122500608126,0.0,0.33537599999625756
TargetOnlyGP-Marginal,30,heterogeneity,partial,18,3.611111111111111,4.833333333333333,4.222222222222222,2.4444444444444446,0.07410766700312754,0.0,0.33537599999625756
TargetOnlyGP-Marginal,50,heterogeneity,partial,18,5.833333333333333,7.722222222222222,6.777777777777778,3.5833333333333335,0.09052802261053075,0.05555555555555555,0.33537599999625756
Random,10,heterogeneity,partial,360,1.4722222222222223,2.066666666666667,1.7694444444444444,1.6833333333333333,0.02706524043837874,0.0,0.0001347913875684349
Random,20,heterogeneity,partial,360,2.9833333333333334,4.138888888888889,3.561111111111111,3.1444444444444444,0.04870958497544371,0.011111111111111112,0.0001347913875684349
Random,30,heterogeneity,partial,360,4.477777777777778,6.261111111111111,5.3694444444444445,4.455555555555556,0.06793962584541642,0.016666666666666666,0.0001347913875684349
Random,50,heterogeneity,partial,360,7.638888888888889,10.53888888888889,9.088888888888889,6.508333333333334,0.09552237398275412,0.022222222222222223,0.0001347913875684349
FPS-Risk,10,heterogeneity,full,18,9.944444444444445,10.0,9.972222222222221,5.972222222222222,0.08669973674433828,0.0,0.03606982221632885
FPS-Risk,20,heterogeneity,full,18,19.944444444444443,20.0,19.97222222222222,7.611111111111111,0.12350906825658164,0.0,0.03606982221632885
FPS-Risk,30,heterogeneity,full,18,29.944444444444443,30.0,29.97222222222222,9.055555555555555,0.15407413349800203,0.0,0.03606982221632885
FPS-Risk,50,heterogeneity,full,18,47.888888888888886,49.27777777777778,48.583333333333336,11.11111111111111,0.18626514251859072,0.0,0.03606982221632885
FPS-Severity,10,heterogeneity,full,18,10.0,10.0,10.0,5.0,0.06398773240573036,0.0,0.037753677781438455
FPS-Severity,20,heterogeneity,full,18,20.0,20.0,20.0,5.666666666666667,0.10677154489785617,0.0,0.037753677781438455
FPS-Severity,30,heterogeneity,full,18,30.0,30.0,30.0,8.11111111111111,0.1370299496773092,0.0,0.037753677781438455
FPS-Severity,50,heterogeneity,full,18,48.22222222222222,49.27777777777778,48.75,10.86111111111111,0.1876272921328576,0.0,0.037753677781438455
FPS-Balanced,10,heterogeneity,full,18,9.944444444444445,10.0,9.972222222222221,5.638888888888889,0.07682056090317105,0.0,0.04319545554527496
FPS-Balanced,20,heterogeneity,full,18,19.333333333333332,19.77777777777778,19.555555555555557,6.944444444444445,0.10972247100462655,0.0,0.04319545554527496
FPS-Balanced,30,heterogeneity,full,18,28.166666666666668,29.555555555555557,28.86111111111111,7.305555555555555,0.13487434207552385,0.0,0.04319545554527496
FPS-Balanced,50,heterogeneity,full,18,43.0,47.72222222222222,45.361111111111114,10.027777777777779,0.18758152003212028,0.0,0.04319545554527496
FPS-Marginal,10,heterogeneity,full,18,8.38888888888889,8.944444444444445,8.666666666666666,7.666666666666667,0.1197252393915166,0.0,0.2869345499978711
FPS-Marginal,20,heterogeneity,full,18,16.555555555555557,17.833333333333332,17.194444444444443,10.916666666666666,0.1640424698948814,0.0,0.2869345499978711
FPS-Marginal,30,heterogeneity,full,18,24.88888888888889,27.38888888888889,26.13888888888889,12.61111111111111,0.19234246747747197,0.0,0.2869345499978711
FPS-Marginal,50,heterogeneity,full,18,40.333333333333336,46.22222222222222,43.27777777777778,14.166666666666666,0.2280706193983409,0.0,0.2869345499978711
MeanResidual-Risk,10,heterogeneity,full,18,9.944444444444445,10.0,9.972222222222221,4.972222222222222,0.0647289010082718,0.0,0.07858247221318176
MeanResidual-Risk,20,heterogeneity,full,18,18.833333333333332,19.88888888888889,19.36111111111111,6.527777777777778,0.10160930400826373,0.0,0.07858247221318176
MeanResidual-Risk,30,heterogeneity,full,18,27.11111111111111,29.833333333333332,28.47222222222222,7.194444444444445,0.12547282900538612,0.0,0.07858247221318176
MeanResidual-Risk,50,heterogeneity,full,18,45.05555555555556,49.611111111111114,47.333333333333336,8.805555555555555,0.17027417779595017,0.0,0.07858247221318176
MeanResidual-Marginal,10,heterogeneity,full,18,8.0,9.055555555555555,8.527777777777779,7.333333333333333,0.11869225297899504,0.0,0.3239760944432217
MeanResidual-Marginal,20,heterogeneity,full,18,15.777777777777779,18.11111111111111,16.944444444444443,9.86111111111111,0.16064197233723526,0.0,0.3239760944432217
MeanResidual-Marginal,30,heterogeneity,full,18,23.555555555555557,26.944444444444443,25.25,10.972222222222221,0.1889555640435063,0.0,0.3239760944432217
MeanResidual-Marginal,50,heterogeneity,full,18,36.5,42.888888888888886,39.69444444444444,12.75,0.22227464087122575,0.0,0.3239760944432217
CoRe-Risk,10,heterogeneity,full,18,10.0,10.0,10.0,5.0,0.06524805991457515,0.0,0.0844489555586026
CoRe-Risk,20,heterogeneity,full,18,19.77777777777778,19.944444444444443,19.86111111111111,6.777777777777778,0.10186832076608543,0.0,0.0844489555586026
