step,target_sut,method_variant,response,alpha_0,alpha_1,alpha_2,alpha_3,alpha_4
11,SUT-A,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
12,SUT-A,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
13,SUT-A,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
14,SUT-A,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
15,SUT-A,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
16,SUT-A,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
17,SUT-A,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
18,SUT-A,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
19,SUT-A,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
20,SUT-A,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
1,SUT-A,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
2,SUT-A,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
3,SUT-A,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
4,SUT-A,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
5,SUT-A,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
6,SUT-A,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
7,SUT-A,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
8,SUT-A,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
9,SUT-A,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
10,SUT-A,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
11,SUT-A,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
12,SUT-A,AdaTE-Mixture-H-sequential,collision,7.4407580097357595e-09,0.24999999813981055,0.24999999813981047,0.2499999981398105,0.2499999981398105
13,SUT-A,AdaTE-Mixture-H-sequential,collision,7.4407580097357595e-09,0.24999999813981055,0.24999999813981047,0.2499999981398105,0.2499999981398105
14,SUT-A,AdaTE-Mixture-H-sequential,collision,7.4407580097357595e-09,0.24999999813981055,0.24999999813981047,0.2499999981398105,0.2499999981398105
15,SUT-A,AdaTE-Mixture-H-sequential,collision,7.4407580097357595e-09,0.24999999813981055,0.24999999813981047,0.2499999981398105,0.2499999981398105
16,SUT-A,AdaTE-Mixture-H-sequential,collision,1.9307730021546013e-08,0.3333333268586183,0.33333332697503354,0.0,0.3333333268586182
17,SUT-A,AdaTE-Mixture-H-sequential,collision,1.9307730021546013e-08,0.3333333268586183,0.33333332697503354,0.0,0.3333333268586182
18,SUT-A,AdaTE-Mixture-H-sequential,collision,1.9307730021546013e-08,0.3333333268586183,0.33333332697503354,0.0,0.3333333268586182
19,SUT-A,AdaTE-Mixture-H-sequential,collision,1.9307730021546013e-08,0.3333333268586183,0.33333332697503354,0.0,0.3333333268586182
20,SUT-A,AdaTE-Mixture-H-sequential,collision,1.9307730021546013e-08,0.3333333268586183,0.33333332697503354,0.0,0.3333333268586182
1,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
2,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
3,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
4,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
5,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
6,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
7,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
8,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
9,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
10,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
11,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
12,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
13,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
14,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
15,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
16,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
17,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
18,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
19,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
20,SUT-B,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
1,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
2,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
3,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
4,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
5,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
6,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
7,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
8,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
9,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
10,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
11,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
12,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
13,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
14,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
15,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
16,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
17,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
18,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
19,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
20,SUT-B,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
1,SUT-B,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
2,SUT-B,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
3,SUT-B,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
4,SUT-B,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
5,SUT-B,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
6,SUT-B,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
7,SUT-B,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
8,SUT-B,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
9,SUT-B,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
10,SUT-B,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
11,SUT-B,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
12,SUT-B,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
13,SUT-B,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
14,SUT-B,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
15,SUT-B,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
16,SUT-B,AdaTE-Mixture-H-sequential,collision,0.0,0.0,0.0,1.0,4.163336342344337e-17
17,SUT-B,AdaTE-Mixture-H-sequential,collision,0.0,0.0,0.0,1.0,4.163336342344337e-17
18,SUT-B,AdaTE-Mixture-H-sequential,collision,0.0,0.0,0.0,1.0,4.163336342344337e-17
19,SUT-B,AdaTE-Mixture-H-sequential,collision,0.0,0.0,0.0,1.0,4.163336342344337e-17
20,SUT-B,AdaTE-Mixture-H-sequential,collision,0.0,0.0,0.0,1.0,4.163336342344337e-17
1,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
2,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
3,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
4,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
5,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
6,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
7,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
8,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
9,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
10,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
11,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
12,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
13,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
14,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
15,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
16,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
17,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
18,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
19,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
20,SUT-C,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
1,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
2,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
3,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
4,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
5,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
6,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
7,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
8,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
9,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
10,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
11,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
12,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
13,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
14,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
15,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
16,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
17,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
18,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
19,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
20,SUT-C,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
1,SUT-C,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
2,SUT-C,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
3,SUT-C,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
4,SUT-C,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
5,SUT-C,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
6,SUT-C,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
7,SUT-C,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
8,SUT-C,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
9,SUT-C,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
10,SUT-C,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
11,SUT-C,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
12,SUT-C,AdaTE-Mixture-H-sequential,collision,0.2499999981398107,7.440757981980184e-09,0.24999999813981044,0.24999999813981053,0.2499999981398104
13,SUT-C,AdaTE-Mixture-H-sequential,collision,0.2499999981398107,7.440757981980184e-09,0.24999999813981044,0.24999999813981053,0.2499999981398104
14,SUT-C,AdaTE-Mixture-H-sequential,collision,0.2499999981398107,7.440757981980184e-09,0.24999999813981044,0.24999999813981053,0.2499999981398104
15,SUT-C,AdaTE-Mixture-H-sequential,collision,0.2499999981398107,7.440757981980184e-09,0.24999999813981044,0.24999999813981053,0.2499999981398104
16,SUT-C,AdaTE-Mixture-H-sequential,collision,0.3333333272308599,1.8540251531078134e-08,0.3333333271144444,0.0,0.33333332711444424
17,SUT-C,AdaTE-Mixture-H-sequential,collision,0.3333333272308599,1.8540251531078134e-08,0.3333333271144444,0.0,0.33333332711444424
18,SUT-C,AdaTE-Mixture-H-sequential,collision,0.3333333272308599,1.8540251531078134e-08,0.3333333271144444,0.0,0.33333332711444424
19,SUT-C,AdaTE-Mixture-H-sequential,collision,0.3333333272308599,1.8540251531078134e-08,0.3333333271144444,0.0,0.33333332711444424
20,SUT-C,AdaTE-Mixture-H-sequential,collision,0.3333333272308599,1.8540251531078134e-08,0.3333333271144444,0.0,0.33333332711444424
1,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
2,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
3,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
4,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
5,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
6,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
7,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
8,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
9,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
10,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
11,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
12,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
13,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
14,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
15,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
16,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
17,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
18,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
19,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
20,SUT-D,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
1,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
2,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
3,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
4,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
5,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
6,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
7,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
8,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
9,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
10,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
11,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
12,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
13,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
14,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
15,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
16,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
17,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
18,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
19,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
20,SUT-D,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
1,SUT-D,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
2,SUT-D,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
3,SUT-D,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
4,SUT-D,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
5,SUT-D,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
6,SUT-D,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
7,SUT-D,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
8,SUT-D,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
9,SUT-D,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
10,SUT-D,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
11,SUT-D,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
12,SUT-D,AdaTE-Mixture-H-sequential,collision,0.2499999981398107,7.440757981980184e-09,0.24999999813981044,0.24999999813981053,0.2499999981398104
13,SUT-D,AdaTE-Mixture-H-sequential,collision,0.2499999981398107,7.440757981980184e-09,0.24999999813981044,0.24999999813981053,0.2499999981398104
14,SUT-D,AdaTE-Mixture-H-sequential,collision,0.2499999981398107,7.440757981980184e-09,0.24999999813981044,0.24999999813981053,0.2499999981398104
15,SUT-D,AdaTE-Mixture-H-sequential,collision,0.2499999981398107,7.440757981980184e-09,0.24999999813981044,0.24999999813981053,0.2499999981398104
16,SUT-D,AdaTE-Mixture-H-sequential,collision,0.3333333272308599,1.8540251531078134e-08,0.3333333271144444,0.0,0.33333332711444424
17,SUT-D,AdaTE-Mixture-H-sequential,collision,0.3333333272308599,1.8540251531078134e-08,0.3333333271144444,0.0,0.33333332711444424
18,SUT-D,AdaTE-Mixture-H-sequential,collision,0.3333333272308599,1.8540251531078134e-08,0.3333333271144444,0.0,0.33333332711444424
19,SUT-D,AdaTE-Mixture-H-sequential,collision,0.3333333272308599,1.8540251531078134e-08,0.3333333271144444,0.0,0.33333332711444424
20,SUT-D,AdaTE-Mixture-H-sequential,collision,0.3333333272308599,1.8540251531078134e-08,0.3333333271144444,0.0,0.33333332711444424
1,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
2,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
3,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
4,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
5,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
6,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
7,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
8,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
9,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
10,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
11,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
12,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
13,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
14,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
15,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
16,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
17,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
18,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
19,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
20,SUT-E,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
1,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
2,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
3,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
4,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
5,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
6,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
7,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
8,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
9,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
10,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
11,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
12,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
13,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
14,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
15,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
16,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
17,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
18,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
19,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
20,SUT-E,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
1,SUT-E,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
2,SUT-E,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
3,SUT-E,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
