seed,target,index,mode,frequency_hz,event_5hz,collision_5hz,event_new,collision_new,min_ttc_new,min_clearance_new
20290729,vi_ttc,120,cutin_braking,20,True,False,True,False,0.8344940144115692,1.090060018164695
20290729,vi_ttc,121,cutin_braking,10,True,False,True,False,19.04632650485114,0.15424139489915284
20290729,vi_ttc,121,cutin_braking,20,True,False,True,False,22.16115598974534,0.08657173739481781
20290729,vi_ttc,122,cutin_braking,10,True,True,True,True,0.8288666405629898,0.0
20290729,vi_ttc,122,cutin_braking,20,True,True,True,True,0.8240261047433471,0.0
20290729,vi_ttc,124,cutin_braking,10,True,False,True,False,1.4442976708552493,1.642775776359402
20290729,vi_ttc,124,cutin_braking,20,True,False,True,False,1.4096632058376777,1.6252397134384637
20290729,vi_ttc,125,cutin_braking,10,True,True,True,True,1.2678282448163143,0.12827556077429772
20290729,vi_ttc,125,cutin_braking,20,True,True,True,False,1.2988534447726634,0.1857319240808985
20290729,vi_ttc,190,lead_braking,10,False,False,False,False,2.4014961922760154,1.8583791353545334
20290729,vi_ttc,190,lead_braking,20,False,False,False,False,2.3500387546852726,1.8564305717725396
20290729,vi_ttc,229,stop_and_go,10,False,False,False,False,1.9192530193796085,1.5632862385735522
20290729,vi_ttc,229,stop_and_go,20,False,False,False,False,1.867500013271424,1.520256250953422
20290729,vi_ttc,318,slow_lead_following,10,False,False,True,False,1.4991222823327366,1.7965759654799356
20290729,vi_ttc,318,slow_lead_following,20,False,False,True,False,1.4484022182380574,1.78666384211874
20290812,mcts_cv,7,fast_intrusion,10,False,False,False,False,595.7511853264783,20.409472139397444
20290812,mcts_cv,7,fast_intrusion,20,False,False,False,False,inf,20.260817770429828
20290812,mcts_cv,58,fast_intrusion,10,False,False,False,False,inf,8.592288622236866
20290812,mcts_cv,58,fast_intrusion,20,False,False,False,False,inf,8.592288622236866
20290812,mcts_cv,59,fast_intrusion,10,False,False,False,False,30.848158216186597,16.406117539592405
20290812,mcts_cv,59,fast_intrusion,20,False,False,False,False,inf,16.406116412034827
20290812,mcts_cv,66,cutin_braking,10,False,False,False,False,inf,8.736016369374786
20290812,mcts_cv,66,cutin_braking,20,False,False,False,False,18.061606768467914,8.736016369374786
20290812,mcts_cv,103,cutin_braking,10,False,False,False,False,inf,18.003860995621196
20290812,mcts_cv,103,cutin_braking,20,False,False,False,False,37.81677701418736,17.853206208352287
20290812,mcts_cv,115,cutin_braking,10,False,False,False,False,inf,15.327657630530505
20290812,mcts_cv,115,cutin_braking,20,False,False,False,False,61.59411730791958,15.422643466882157
20290812,mcts_cv,127,cutin_braking,10,False,False,False,False,4.673511742590383,20.84245935173525
20290812,mcts_cv,127,cutin_braking,20,False,False,False,False,242.1816074722581,18.00665256616861
20290812,mcts_cv,135,lead_braking,10,True,False,True,False,0.6611678777380514,0.5106800623745987
20290812,mcts_cv,135,lead_braking,20,True,False,True,False,0.6417129139195448,0.3325068941899006
20290812,mcts_cv,139,lead_braking,10,False,False,False,False,5.725908132367183,12.116164436412738
20290812,mcts_cv,139,lead_braking,20,False,False,False,False,5.725908132367183,11.968507711244458
20290812,mcts_cv,141,lead_braking,10,False,False,False,False,3.751082454532416,1.9980438112389338
20290812,mcts_cv,141,lead_braking,20,False,False,False,False,3.751082454532416,1.9988926097548476
20290812,mcts_cv,143,lead_braking,10,False,False,False,False,6.2852810199417,1.9911325184422195
20290812,mcts_cv,143,lead_braking,20,False,False,False,False,6.2852810199417,1.96360832576146
20290812,mcts_cv,147,lead_braking,10,False,False,False,False,2.8690802784780884,1.97595775177154
20290812,mcts_cv,147,lead_braking,20,False,False,False,False,2.8690802784780884,1.986255173774206
20290812,mcts_cv,153,lead_braking,10,False,False,False,False,5.030527245734711,1.9941944932870794
20290812,mcts_cv,153,lead_braking,20,False,False,False,False,5.030527245734711,1.9926366079313538
20290812,mcts_cv,155,lead_braking,10,False,False,False,False,6.658620149114041,7.432752656272663
20290812,mcts_cv,155,lead_braking,20,False,False,False,False,6.658620149114041,7.287653461772681
20290812,mcts_cv,159,lead_braking,10,False,False,False,False,2.3389805889144903,1.9692570028465946
20290812,mcts_cv,159,lead_braking,20,False,False,False,False,2.3389805889144903,1.982949094529427
20290812,mcts_cv,163,lead_braking,10,False,False,False,False,3.366595557370076,1.9067350039282938
20290812,mcts_cv,163,lead_braking,20,False,False,False,False,3.366595557370076,1.945900818567733
20290812,mcts_cv,165,lead_braking,10,False,False,False,False,3.2774031074844787,1.9879221869796126
20290812,mcts_cv,165,lead_braking,20,False,False,False,False,3.2774031074844787,1.9935541865175086
20290812,mcts_cv,167,lead_braking,10,False,False,False,False,5.3533981570580575,6.608650638301839
