method,target_sut,repeat,raw_critical_score_at_20,regression_critical_score_at_20,target_specific_failure_count_at_20,queried_indices,raw_curve,regression_curve,target_specific_curve
Shared Prior,SUT-A,0,19.5,3.214285714285714,0.0,7;24;39;55;56;69;85;101;106;117;31;77;125;63;23;74;40;47;11;113,1.000000;2.000000;3.000000;4.000000;5.000000;6.000000;7.000000;8.000000;9.000000;10.000000;11.000000;12.000000;13.000000;14.000000;15.000000;16.000000;16.500000;17.500000;18.500000;19.500000,0.142857;0.285714;0.428571;0.571429;0.714286;0.857143;1.000000;1.142857;1.285714;1.428571;1.571429;1.714286;1.857143;2.000000;2.142857;2.285714;2.357143;2.642857;2.928571;3.214286,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Population-Novelty Only,SUT-A,0,2.5,1.1428571428571428,0.0,111;21;83;19;103;119;27;109;61;15;99;71;95;0;105;121;123;41;59;37,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.500000;1.500000;1.500000;1.500000;2.000000;2.000000;2.500000;2.500000;2.500000;2.500000;2.500000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.428571;0.428571;0.642857;0.642857;0.642857;0.642857;0.928571;0.928571;1.142857;1.142857;1.142857;1.142857;1.142857,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Bayesian Regression Vulnerability,SUT-A,0,15.0,3.642857142857142,0.0,47;15;71;0;8;11;109;111;113;65;89;105;93;7;24;39;55;56;69;85,1.000000;1.500000;1.500000;2.000000;2.000000;3.000000;4.000000;4.000000;5.000000;6.000000;7.000000;7.000000;8.000000;9.000000;10.000000;11.000000;12.000000;13.000000;14.000000;15.000000,0.285714;0.500000;0.500000;0.785714;0.785714;1.071429;1.500000;1.500000;1.785714;2.071429;2.357143;2.357143;2.642857;2.785714;2.928571;3.071429;3.214286;3.357143;3.500000;3.642857,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,0,4.5,0.9285714285714287,0.0,20;13;39;37;79;82;64;44;78;42;74;12;21;24;114;8;65;35;81;110,0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;4.000000;4.000000;4.500000;4.500000,0.000000;0.000000;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.285714;0.285714;0.285714;0.428571;0.428571;0.428571;0.714286;0.714286;0.928571;0.928571,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,1,2.0,0.5714285714285715,0.0,31;58;3;12;68;108;10;57;115;25;36;119;122;6;66;8;81;61;86;121,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.500000;1.500000;1.500000;2.000000,0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.357143;0.357143;0.357143;0.571429,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,2,4.0,0.8571428571428572,0.0,3;34;75;110;94;61;4;5;41;59;91;77;65;40;15;62;112;43;46;125,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;2.000000;2.500000;3.000000;3.000000;3.000000;3.000000;3.000000;4.000000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.142857;0.428571;0.500000;0.714286;0.714286;0.714286;0.714286;0.714286;0.857143,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,3,4.0,0.7142857142857145,0.0,107;95;66;30;90;48;55;111;51;15;73;28;52;85;100;68;77;3;26;94,0.000000;0.000000;0.000000;0.000000;0.500000;0.500000;1.500000;1.500000;1.500000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;4.000000;4.000000;4.000000;4.000000,0.000000;0.000000;0.000000;0.000000;0.071429;0.071429;0.214286;0.214286;0.214286;0.428571;0.428571;0.428571;0.428571;0.571429;0.571429;0.571429;0.714286;0.714286;0.714286;0.714286,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,4,1.5,0.35714285714285715,0.0,3;10;38;58;72;36;44;119;112;126;11;50;90;34;114;127;17;105;120;70,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.500000;1.500000;1.500000;1.500000;1.500000;1.500000;1.500000;1.500000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.285714;0.285714;0.357143;0.357143;0.357143;0.357143;0.357143;0.357143;0.357143;0.357143,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,5,4.5,0.7857142857142859,0.0,124;101;6;87;62;96;114;5;74;4;23;36;26;15;98;73;64;76;18;55,0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.500000;3.500000;3.500000;3.500000;3.500000;3.500000;4.500000,0.000000;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.285714;0.285714;0.428571;0.428571;0.428571;0.642857;0.642857;0.642857;0.642857;0.642857;0.642857;0.785714,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,6,3.5,0.9285714285714286,0.0,33;67;11;103;110;104;22;10;93;61;116;60;44;17;85;43;98;92;78;81,0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.500000,0.000000;0.000000;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.571429;0.571429;0.571429;0.571429;0.571429;0.571429;0.714286;0.714286;0.714286;0.714286;0.714286;0.928571,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,7,7.0,1.285714285714286,0.0,57;117;35;5;40;119;86;121;114;106;23;54;31;111;102;74;91;82;118;47,0.000000;1.000000;1.000000;1.000000;1.500000;1.500000;1.500000;2.000000;2.000000;3.000000;4.000000;4.000000;5.000000;5.000000;5.000000;6.000000;6.000000;6.000000;6.000000;7.000000,0.000000;0.142857;0.142857;0.142857;0.214286;0.214286;0.214286;0.428571;0.428571;0.571429;0.714286;0.714286;0.857143;0.857143;0.857143;1.000000;1.000000;1.000000;1.000000;1.285714,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,8,5.5,1.4285714285714288,0.0,93;114;62;98;9;94;121;91;74;12;37;90;111;69;0;113;45;26;124;58,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.500000;1.500000;2.500000;2.500000;2.500000;3.000000;3.000000;4.000000;4.500000;5.500000;5.500000;5.500000;5.500000;5.500000,0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.500000;0.500000;0.642857;0.642857;0.642857;0.714286;0.714286;0.857143;1.142857;1.428571;1.428571;1.428571;1.428571;1.428571,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,9,3.5,0.642857142857143,0.0,80;55;5;32;4;73;14;34;56;94;88;51;69;82;111;126;104;84;15;127,0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.500000;3.500000,0.000000;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.285714;0.285714;0.285714;0.285714;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.642857;0.642857,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,10,7.0,1.6428571428571428,0.0,66;42;65;5;93;54;99;58;56;63;41;101;64;13;15;87;35;0;106;114,0.000000;0.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;3.000000;4.000000;4.000000;5.000000;5.000000;5.000000;5.500000;5.500000;5.500000;6.000000;7.000000;7.000000,0.000000;0.000000;0.285714;0.285714;0.571429;0.571429;0.571429;0.571429;0.714286;0.857143;0.857143;1.000000;1.000000;1.000000;1.214286;1.214286;1.214286;1.500000;1.642857;1.642857,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,11,3.5,0.9285714285714287,0.0,80;71;72;88;39;46;25;111;55;32;68;2;12;15;67;109;17;83;54;42,0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.500000;2.500000;3.500000;3.500000;3.500000;3.500000;3.500000,0.000000;0.000000;0.000000;0.000000;0.142857;0.142857;0.142857;0.142857;0.285714;0.285714;0.285714;0.285714;0.285714;0.500000;0.500000;0.928571;0.928571;0.928571;0.928571;0.928571,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,12,2.5,1.0,0.0,79;102;3;105;8;81;89;108;127;13;84;67;9;15;30;0;38;96;124;53,0.000000;0.000000;0.000000;0.000000;0.000000;0.500000;1.500000;1.500000;1.500000;1.500000;1.500000;1.500000;1.500000;2.000000;2.000000;2.500000;2.500000;2.500000;2.500000;2.500000,0.000000;0.000000;0.000000;0.000000;0.000000;0.214286;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.714286;0.714286;1.000000;1.000000;1.000000;1.000000;1.000000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,13,5.0,1.1428571428571428,0.0,11;51;55;78;76;40;105;29;4;27;127;52;77;8;81;96;108;113;110;45,1.000000;1.000000;2.000000;2.000000;2.000000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;2.500000;3.500000;3.500000;4.000000;4.000000;4.000000;5.000000;5.000000;5.000000,0.285714;0.285714;0.428571;0.428571;0.428571;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.642857;0.642857;0.857143;0.857143;0.857143;1.142857;1.142857;1.142857,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,14,2.0,0.4285714285714286,0.0,49;76;24;50;104;75;116;6;26;118;105;30;88;66;79;123;43;34;65;29,0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000,0.000000;0.000000;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.428571;0.428571,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,15,4.0,0.7142857142857144,0.0,125;29;27;18;53;99;42;91;89;8;118;96;1;95;32;51;82;63;23;54,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;4.000000;4.000000,0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.571429;0.714286;0.714286,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,16,5.5,1.3571428571428572,0.0,121;49;50;25;61;60;109;39;28;117;62;10;125;48;76;47;64;84;22;2,0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;1.500000;2.500000;2.500000;3.500000;3.500000;3.500000;4.500000;4.500000;4.500000;5.500000;5.500000;5.500000;5.500000;5.500000,0.214286;0.214286;0.214286;0.214286;0.214286;0.214286;0.642857;0.785714;0.785714;0.928571;0.928571;0.928571;1.071429;1.071429;1.071429;1.357143;1.357143;1.357143;1.357143;1.357143,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,17,4.0,0.7142857142857144,0.0,61;102;31;117;71;52;99;9;38;47;32;77;5;51;42;120;82;76;62;43,0.000000;0.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;3.000000;3.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,0.000000;0.000000;0.142857;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.571429;0.571429;0.714286;0.714286;0.714286;0.714286;0.714286;0.714286;0.714286;0.714286;0.714286,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,18,5.0,1.285714285714286,0.0,77;116;117;109;51;4;123;29;26;72;21;70;121;56;102;48;115;9;15;76,1.000000;1.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.500000;4.500000;4.500000;4.500000;4.500000;4.500000;5.000000;5.000000,0.142857;0.142857;0.285714;0.714286;0.714286;0.714286;0.714286;0.714286;0.714286;0.714286;0.714286;0.714286;0.928571;1.071429;1.071429;1.071429;1.071429;1.071429;1.285714;1.285714,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-A,19,5.0,0.8571428571428573,0.0,46;35;63;58;67;117;82;47;33;31;48;42;92;116;9;32;20;125;16;119,0.000000;0.000000;1.000000;1.000000;1.000000;2.000000;2.000000;3.000000;3.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;5.000000;5.000000;5.000000,0.000000;0.000000;0.142857;0.142857;0.142857;0.285714;0.285714;0.571429;0.571429;0.714286;0.714286;0.714286;0.714286;0.714286;0.714286;0.714286;0.714286;0.857143;0.857143;0.857143,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Shared Prior,SUT-B,0,13.0,1.8571428571428574,0.0,7;24;31;39;55;56;69;74;77;85;101;106;117;125;47;11;113;63;23;65,1.000000;2.000000;2.500000;3.500000;4.500000;5.500000;6.500000;7.000000;7.500000;8.500000;9.500000;10.500000;11.500000;12.000000;12.000000;12.000000;12.000000;12.500000;13.000000;13.000000,0.142857;0.285714;0.357143;0.500000;0.642857;0.785714;0.928571;1.000000;1.071429;1.214286;1.357143;1.500000;1.642857;1.714286;1.714286;1.714286;1.714286;1.785714;1.857143;1.857143,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Population-Novelty Only,SUT-B,0,0.0,0.0,0.0,111;103;83;119;21;19;71;105;27;95;99;61;123;97;59;41;37;35;51;0,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Bayesian Regression Vulnerability,SUT-B,0,13.0,1.8571428571428574,0.0,109;7;24;31;39;55;56;69;74;77;85;101;106;117;125;47;11;113;63;23,0.000000;1.000000;2.000000;2.500000;3.500000;4.500000;5.500000;6.500000;7.000000;7.500000;8.500000;9.500000;10.500000;11.500000;12.000000;12.000000;12.000000;12.000000;12.500000;13.000000,0.000000;0.142857;0.285714;0.357143;0.500000;0.642857;0.785714;0.928571;1.000000;1.071429;1.214286;1.357143;1.500000;1.642857;1.714286;1.714286;1.714286;1.714286;1.785714;1.857143,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-B,0,1.0,0.1428571428571429,0.0,39;62;49;22;53;66;95;57;0;9;122;18;115;71;32;127;112;107;100;114,1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000,0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-B,1,2.5,0.35714285714285726,0.0,99;31;34;61;28;83;1;40;10;18;26;117;119;105;37;111;14;32;90;51,0.000000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.500000;2.500000,0.000000;0.071429;0.071429;0.071429;0.071429;0.071429;0.071429;0.142857;0.142857;0.142857;0.142857;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.357143;0.357143,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-B,2,1.5,0.21428571428571436,0.0,94;97;75;54;43;6;62;8;108;50;31;52;77;2;53;103;40;126;86;82,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.500000;0.500000;1.000000;1.000000;1.000000;1.000000;1.500000;1.500000;1.500000;1.500000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.071429;0.071429;0.142857;0.142857;0.142857;0.142857;0.214286;0.214286;0.214286;0.214286,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-B,3,1.0,0.1428571428571429,0.0,75;114;67;22;76;84;6;35;5;81;18;0;118;8;45;61;44;24;104;58,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.142857;0.142857;0.142857,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-B,4,3.5,0.5000000000000002,0.0,1;99;27;117;93;64;61;58;29;39;56;84;89;33;80;98;77;6;105;107,0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.000000;3.500000;3.500000;3.500000;3.500000,0.000000;0.000000;0.000000;0.142857;0.142857;0.142857;0.142857;0.142857;0.142857;0.285714;0.428571;0.428571;0.428571;0.428571;0.428571;0.428571;0.500000;0.500000;0.500000;0.500000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-B,5,2.5,0.35714285714285726,0.0,32;117;78;7;44;112;73;72;4;58;119;37;99;76;49;14;89;23;107;5,0.000000;1.000000;1.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.000000;2.500000;2.500000;2.500000,0.000000;0.142857;0.142857;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.285714;0.357143;0.357143;0.357143,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-B,6,3.0,0.4285714285714287,0.0,6;25;72;98;90;49;96;81;97;113;59;117;70;56;94;31;65;28;89;0,0.000000;0.000000;0.000000;0.000000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;1.500000;1.500000;2.500000;2.500000;3.000000;3.000000;3.000000;3.000000;3.000000,0.000000;0.000000;0.000000;0.000000;0.071429;0.071429;0.071429;0.071429;0.071429;0.071429;0.071429;0.214286;0.214286;0.357143;0.357143;0.428571;0.428571;0.428571;0.428571;0.428571,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-B,7,4.0,0.5714285714285716,0.0,87;5;115;85;77;88;56;7;94;54;79;46;49;74;48;21;114;76;45;36,0.000000;0.000000;0.000000;1.000000;1.500000;1.500000;2.500000;3.500000;3.500000;3.500000;3.500000;3.500000;3.500000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000;4.000000,0.000000;0.000000;0.000000;0.142857;0.214286;0.214286;0.357143;0.500000;0.500000;0.500000;0.500000;0.500000;0.500000;0.571429;0.571429;0.571429;0.571429;0.571429;0.571429;0.571429,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-B,8,2.5,0.35714285714285726,0.0,90;68;98;9;56;30;72;110;89;95;108;26;79;99;42;41;106;73;84;35,0.500000;0.500000;0.500000;0.500000;1.500000;1.500000;1.500000;1.500000;1.500000;1.500000;1.500000;1.500000;1.500000;1.500000;1.500000;1.500000;2.500000;2.500000;2.500000;2.500000,0.071429;0.071429;0.071429;0.071429;0.214286;0.214286;0.214286;0.214286;0.214286;0.214286;0.214286;0.214286;0.214286;0.214286;0.214286;0.214286;0.357143;0.357143;0.357143;0.357143,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-B,9,2.0,0.2857142857142858,0.0,42;91;44;11;15;88;29;108;46;112;27;62;122;51;24;87;14;85;2;45,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;2.000000;2.000000;2.000000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.142857;0.142857;0.142857;0.285714;0.285714;0.285714,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
Random,SUT-B,10,0.0,0.0,0.0,42;112;113;32;98;89;87;6;70;59;72;3;18;118;20;115;47;51;26;25,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
