method,budget,repeat,target_sut,estimate,target_mu,signed_error,absolute_error,relative_absolute_error,freeze_sha256
CMC,20,9,SUT-F,0.3,0.3489583333333333,-0.048958333333333326,0.048958333333333326,0.14029850746268654,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,9,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,9,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,9,SUT-E,0.07433549229280183,0.078125,-0.0037895077071981725,0.0037895077071981725,0.04850569865213661,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,9,SUT-F,0.2760382740706003,0.3489583333333333,-0.07292005926273304,0.07292005926273304,0.2089649459469365,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,9,SUT-E,0.07778794411569834,0.078125,-0.00033705588430166245,0.00033705588430166245,0.004314315319061279,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,9,SUT-F,0.30264741089195013,0.3489583333333333,-0.046310922441383184,0.046310922441383184,0.1327118971454563,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,9,SUT-E,0.0851353884836128,0.078125,0.007010388483612795,0.007010388483612795,0.08973297259024378,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,9,SUT-F,0.4268719956585646,0.3489583333333333,0.07791366232523128,0.07791366232523128,0.2232749726334986,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,9,SUT-E,0.07862609252333641,0.078125,0.0005010925233364105,0.0005010925233364105,0.006413984298706055,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,9,SUT-F,0.292742567602545,0.3489583333333333,-0.05621576573078829,0.05621576573078829,0.16109592567628883,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,9,SUT-E,0.05,0.078125,-0.028124999999999997,0.028124999999999997,0.36,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,9,SUT-F,0.35,0.3489583333333333,0.001041666666666663,0.001041666666666663,0.0029850746268656613,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,10,SUT-E,0.15000000000000002,0.078125,0.07187500000000002,0.07187500000000002,0.9200000000000003,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,10,SUT-F,0.35000000000000003,0.3489583333333333,0.0010416666666667185,0.0010416666666667185,0.0029850746268658204,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,10,SUT-E,0.15000000000000002,0.078125,0.07187500000000002,0.07187500000000002,0.9200000000000003,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,10,SUT-F,0.30000000000000004,0.3489583333333333,-0.04895833333333327,0.04895833333333327,0.1402985074626864,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,10,SUT-E,0.11320625410298767,0.078125,0.035081254102987666,0.035081254102987666,0.44904005251824214,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,10,SUT-F,0.7510322992183759,0.3489583333333333,0.4020739658850426,0.4020739658850426,1.1522119619392266,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,10,SUT-E,0.0677638160996139,0.078125,-0.010361183900386095,0.010361183900386095,0.132623153924942,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,10,SUT-F,0.39560559019446373,0.3489583333333333,0.046647256861130415,0.046647256861130415,0.1336757211542842,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,10,SUT-E,0.0655865894952826,0.078125,-0.012538410504717407,0.012538410504717407,0.1604916544603828,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,10,SUT-F,0.3779661285954634,0.3489583333333333,0.0290077952621301,0.0290077952621301,0.08312681627356686,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,10,SUT-E,0.06254560733214021,0.078125,-0.015579392667859793,0.015579392667859793,0.19941622614860535,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,10,SUT-F,0.43502321233972907,0.3489583333333333,0.08606487900639576,0.08606487900639576,0.24663368312280576,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,10,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,10,SUT-F,0.35,0.3489583333333333,0.001041666666666663,0.001041666666666663,0.0029850746268656613,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,11,SUT-E,0.05,0.078125,-0.028124999999999997,0.028124999999999997,0.36,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,11,SUT-F,0.6000000000000001,0.3489583333333333,0.2510416666666668,0.2510416666666668,0.7194029850746272,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,11,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,11,SUT-F,0.35000000000000003,0.3489583333333333,0.0010416666666667185,0.0010416666666667185,0.0029850746268658204,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,11,SUT-E,0.07117966273031352,0.078125,-0.006945337269686477,0.006945337269686477,0.08890031705198691,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,11,SUT-F,0.26669111620697644,0.3489583333333333,-0.08226721712635687,0.08226721712635687,0.23575083116806747,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,11,SUT-E,0.05829892447218299,0.078125,-0.01982607552781701,0.01982607552781701,0.25377376675605773,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,11,SUT-F,0.3163143750280142,0.3489583333333333,-0.03264395830531913,0.03264395830531913,0.0935468655913623,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,11,SUT-E,0.06604635377335027,0.078125,-0.012078646226649725,0.012078646226649725,0.15460667170111647,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,11,SUT-F,0.40644623003942904,0.3489583333333333,0.05748789670609572,0.05748789670609572,0.16474143533687133,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,11,SUT-E,0.05711839394643903,0.078125,-0.021006606053560972,0.021006606053560972,0.26888455748558043,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,11,SUT-F,0.45965525740757585,0.3489583333333333,0.11069692407424253,0.11069692407424253,0.31722103615305325,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,11,SUT-E,0.05,0.078125,-0.028124999999999997,0.028124999999999997,0.36,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,11,SUT-F,0.45,0.3489583333333333,0.1010416666666667,0.1010416666666667,0.28955223880597025,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,12,SUT-E,0.05,0.078125,-0.028124999999999997,0.028124999999999997,0.36,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,12,SUT-F,0.3,0.3489583333333333,-0.048958333333333326,0.048958333333333326,0.14029850746268654,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,12,SUT-E,0.05,0.078125,-0.028124999999999997,0.028124999999999997,0.36,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,12,SUT-F,0.25,0.3489583333333333,-0.09895833333333331,0.09895833333333331,0.2835820895522388,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,12,SUT-E,0.11320625410298767,0.078125,0.035081254102987666,0.035081254102987666,0.44904005251824214,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,12,SUT-F,0.29395285003961874,0.3489583333333333,-0.055005483293714574,0.055005483293714574,0.15762765361780895,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,12,SUT-E,0.06726496899500489,0.078125,-0.010860031004995108,0.010860031004995108,0.13900839686393737,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,12,SUT-F,0.34158717887476087,0.3489583333333333,-0.007371154458572449,0.007371154458572449,0.02112330829919269,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,12,SUT-E,0.050841019517507115,0.078125,-0.027283980482492885,0.027283980482492885,0.34923495017590894,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,12,SUT-F,0.47028477902271465,0.3489583333333333,0.12132644568938133,0.12132644568938133,0.34768175481136143,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,12,SUT-E,0.057239075656980276,0.078125,-0.020885924343019724,0.020885924343019724,0.26733983159065244,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,12,SUT-F,0.3100369106978178,0.3489583333333333,-0.03892142263551551,0.03892142263551551,0.11153601710476088,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,12,SUT-E,0.05,0.078125,-0.028124999999999997,0.028124999999999997,0.36,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,12,SUT-F,0.39999999999999997,0.3489583333333333,0.05104166666666665,0.05104166666666665,0.14626865671641787,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,13,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,13,SUT-F,0.35,0.3489583333333333,0.001041666666666663,0.001041666666666663,0.0029850746268656613,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,13,SUT-E,0.05,0.078125,-0.028124999999999997,0.028124999999999997,0.36,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,13,SUT-F,0.35,0.3489583333333333,0.001041666666666663,0.001041666666666663,0.0029850746268656613,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,13,SUT-E,0.06146197227776706,0.078125,-0.016663027722232937,0.016663027722232937,0.2132867548445816,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,13,SUT-F,0.30797664240180544,0.3489583333333333,-0.04098169093152787,0.04098169093152787,0.11744006953512465,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,13,SUT-E,0.05778763070702553,0.078125,-0.020337369292974472,0.020337369292974472,0.26031832695007323,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,13,SUT-F,0.32314788131043315,0.3489583333333333,-0.025810452022900165,0.025810452022900165,0.07396428042383331,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,13,SUT-E,0.11181714754612905,0.078125,0.03369214754612905,0.03369214754612905,0.4312594885904518,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,13,SUT-F,0.38049298145180027,0.3489583333333333,0.03153464811846696,0.03153464811846696,0.09036794684695008,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,13,SUT-E,0.057348782662302256,0.078125,-0.020776217337697744,0.020776217337697744,0.26593558192253114,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,13,SUT-F,0.3661541515029967,0.3489583333333333,0.01719581816966337,0.01719581816966337,0.049277568486199505,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,13,SUT-E,0.05,0.078125,-0.028124999999999997,0.028124999999999997,0.36,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,13,SUT-F,0.39999999999999997,0.3489583333333333,0.05104166666666665,0.05104166666666665,0.14626865671641787,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,14,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,14,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,14,SUT-E,0.05,0.078125,-0.028124999999999997,0.028124999999999997,0.36,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,14,SUT-F,0.35000000000000003,0.3489583333333333,0.0010416666666667185,0.0010416666666667185,0.0029850746268658204,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,14,SUT-E,0.1003327340879529,0.078125,0.0222077340879529,0.0222077340879529,0.28425899632579715,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,14,SUT-F,0.28297066754958106,0.3489583333333333,-0.06598766578375226,0.06598766578375226,0.1890989825444841,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,14,SUT-E,0.07628560531884432,0.078125,-0.0018393946811556816,0.0018393946811556816,0.023544251918792725,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,14,SUT-F,0.35172148793935776,0.3489583333333333,0.0027631546060244427,0.0027631546060244427,0.007918293796368553,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,14,SUT-E,0.06584740509795098,0.078125,-0.012277594902049022,0.012277594902049022,0.15715321474622748,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,14,SUT-F,0.3679554827866065,0.3489583333333333,0.018997149453273188,0.018997149453273188,0.054439592463111225,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,14,SUT-E,0.06284275278449059,0.078125,-0.015282247215509415,0.015282247215509415,0.1956127643585205,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,14,SUT-F,0.35095045855268836,0.3489583333333333,0.0019921252193550454,0.0019921252193550454,0.005708776748002518,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,14,SUT-E,0.05,0.078125,-0.028124999999999997,0.028124999999999997,0.36,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,14,SUT-F,0.39999999999999997,0.3489583333333333,0.05104166666666665,0.05104166666666665,0.14626865671641787,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,15,SUT-E,0.15000000000000002,0.078125,0.07187500000000002,0.07187500000000002,0.9200000000000003,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,15,SUT-F,0.3,0.3489583333333333,-0.048958333333333326,0.048958333333333326,0.14029850746268654,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,15,SUT-E,0.1,0.078125,0.021875000000000006,0.021875000000000006,0.2800000000000001,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,15,SUT-F,0.55,0.3489583333333333,0.20104166666666673,0.20104166666666673,0.5761194029850748,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,15,SUT-E,0.10008253232287136,0.078125,0.021957532322871356,0.021957532322871356,0.28105641373275336,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,15,SUT-F,0.32424054249350887,0.3489583333333333,-0.02471779083982445,0.02471779083982445,0.07083307225740738,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,15,SUT-E,0.057668658904731274,0.078125,-0.020456341095268726,0.020456341095268726,0.2618411660194397,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,15,SUT-F,0.48724798671901226,0.3489583333333333,0.13828965338567895,0.13828965338567895,0.3962927380604531,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,15,SUT-E,0.06074903334021706,0.078125,-0.017375966659782943,0.017375966659782943,0.22241237324522167,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,15,SUT-F,0.43833887910061065,0.3489583333333333,0.08938054576727733,0.08938054576727733,0.25613529533309326,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,15,SUT-E,0.0577078964561224,0.078125,-0.0204171035438776,0.0204171035438776,0.2613389253616333,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,15,SUT-F,0.8035785988904536,0.3489583333333333,0.45462026555712026,0.45462026555712026,1.3027924027905537,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,15,SUT-E,0.05,0.078125,-0.028124999999999997,0.028124999999999997,0.36,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,15,SUT-F,0.35,0.3489583333333333,0.001041666666666663,0.001041666666666663,0.0029850746268656613,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,16,SUT-E,0.05,0.078125,-0.028124999999999997,0.028124999999999997,0.36,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,16,SUT-F,0.3,0.3489583333333333,-0.048958333333333326,0.048958333333333326,0.14029850746268654,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,16,SUT-E,0.05,0.078125,-0.028124999999999997,0.028124999999999997,0.36,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,16,SUT-F,0.3,0.3489583333333333,-0.048958333333333326,0.048958333333333326,0.14029850746268654,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,16,SUT-E,0.05830614271527876,0.078125,-0.019818857284721242,0.019818857284721242,0.2536813732444319,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,16,SUT-F,0.23664408540076842,0.3489583333333333,-0.11231424793256489,0.11231424793256489,0.3218557552694397,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,16,SUT-E,0.05621690768748522,0.078125,-0.021908092312514782,0.021908092312514782,0.2804235816001892,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,16,SUT-F,0.5539667312987149,0.3489583333333333,0.20500839796538156,0.20500839796538156,0.5874867523784069,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,16,SUT-E,0.115202185467712,0.078125,0.03707718546771201,0.03707718546771201,0.4745879739867137,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,16,SUT-F,0.32854597253853224,0.3489583333333333,-0.020412360794801077,0.020412360794801077,0.05849512347166876,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,16,SUT-E,0.05755860125645995,0.078125,-0.02056639874354005,0.02056639874354005,0.2632499039173126,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,16,SUT-F,0.2941386247985065,0.3489583333333333,-0.054819708534826816,0.054819708534826816,0.15709528415950372,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,16,SUT-E,0.05,0.078125,-0.028124999999999997,0.028124999999999997,0.36,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,16,SUT-F,0.39999999999999997,0.3489583333333333,0.05104166666666665,0.05104166666666665,0.14626865671641787,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,17,SUT-E,0.05,0.078125,-0.028124999999999997,0.028124999999999997,0.36,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,17,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,17,SUT-E,0.15000000000000002,0.078125,0.07187500000000002,0.07187500000000002,0.9200000000000003,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,17,SUT-F,0.35,0.3489583333333333,0.001041666666666663,0.001041666666666663,0.0029850746268656613,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,17,SUT-E,0.04518242093516245,0.078125,-0.03294257906483755,0.03294257906483755,0.4216650120299207,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,17,SUT-F,0.3938020927933899,0.3489583333333333,0.04484375946005659,0.04484375946005659,0.12850748979598306,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,17,SUT-E,0.06869225157424808,0.078125,-0.009432748425751925,0.009432748425751925,0.12073917984962464,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,17,SUT-F,0.3573148478753865,0.3489583333333333,0.008356514542053162,0.008356514542053162,0.023947026747376227,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,17,SUT-E,0.06843752372515881,0.078125,-0.009687476274841192,0.009687476274841192,0.12399969631796726,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,17,SUT-F,0.49096263010448193,0.3489583333333333,0.14200429677114862,0.14200429677114862,0.40693768626956023,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,17,SUT-E,0.07129068160429597,0.078125,-0.006834318395704031,0.006834318395704031,0.0874792754650116,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,17,SUT-F,0.39463294902816415,0.3489583333333333,0.045674615694830834,0.045674615694830834,0.1308884509463809,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,17,SUT-E,0.05,0.078125,-0.028124999999999997,0.028124999999999997,0.36,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
NoSimilarity-Optimized,20,17,SUT-F,0.35,0.3489583333333333,0.001041666666666663,0.001041666666666663,0.0029850746268656613,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,18,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
CMC,20,18,SUT-F,0.2,0.3489583333333333,-0.1489583333333333,0.1489583333333333,0.42686567164179096,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,18,SUT-E,0.0,0.078125,-0.078125,0.078125,1.0,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Uniform,20,18,SUT-F,0.4,0.3489583333333333,0.05104166666666671,0.05104166666666671,0.14626865671641803,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,18,SUT-E,0.09692670276038305,0.078125,0.01880170276038305,0.01880170276038305,0.24066179533290305,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
IS,20,18,SUT-F,0.7962472836004209,0.3489583333333333,0.44728895026708754,0.44728895026708754,1.2817832604668777,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,18,SUT-E,0.09428113279864192,0.078125,0.01615613279864192,0.01615613279864192,0.20679849982261658,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-RandomSet,20,18,SUT-F,0.43774747941643,0.3489583333333333,0.08878914608309668,0.08878914608309668,0.2544405380291726,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,18,SUT-E,0.06459484216457415,0.078125,-0.013530157835425854,0.013530157835425854,0.17318602029345093,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
Handcrafted-Similarity,20,18,SUT-F,0.48524074814786256,0.3489583333333333,0.13628241481452924,0.13628241481452924,0.39054065140880023,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,18,SUT-E,0.0573165537789464,0.078125,-0.0208084462210536,0.0208084462210536,0.2663481116294861,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
FST-Similarity-H,20,18,SUT-F,0.5054865465499461,0.3489583333333333,0.15652821321661275,0.15652821321661275,0.4485584617550694,fdb12e7fe72c82b1485080b0381022d0ad2365844e86695ff8bfece9ef42964b
